id,category,price,backers
28,sport,1500.0,1
29,sport,20.0,6
29,sport,50.0,8
29,sport,200.0,12
30,sport,20.0,30
30,sport,50.0,16
30,sport,80.0,4
30,sport,170.0,4
30,sport,900.0,1
30,sport,6000.0,0
31,sport,80.0,13
31,sport,10.0,11
31,sport,20.0,4
31,sport,25.0,21
31,sport,30.0,1
31,sport,35.0,9
31,sport,50.0,7
31,sport,100.0,0
31,sport,150.0,0
31,sport,500.0,1
31,sport,1500.0,0
32,sport,50.0,20
32,sport,10.0,14
32,sport,150.0,9
32,sport,300.0,3
32,sport,600.0,0
33,sport,30.0,131
33,sport,10.0,24
33,sport,15.0,80
33,sport,50.0,67
33,sport,100.0,29
33,sport,100.0,13
33,sport,200.0,8
33,sport,250.0,1
33,sport,250.0,1
33,sport,500.0,1
33,sport,500.0,0
33,sport,500.0,0
34,sport,20.0,112
34,sport,10.0,9
34,sport,15.0,5
34,sport,35.0,11
34,sport,35.0,14
34,sport,45.0,15
34,sport,110.0,1
35,sport,5.0,8
35,sport,10.0,5
35,sport,20.0,5
35,sport,50.0,12
35,sport,75.0,0
35,sport,100.0,1
35,sport,200.0,0
35,sport,300.0,1
35,sport,500.0,0
36,sport,5.0,14
36,sport,15.0,19
36,sport,15.0,3
36,sport,25.0,19
36,sport,50.0,5
36,sport,150.0,1
36,sport,200.0,0
36,sport,600.0,0
36,sport,2000.0,0
37,sport,15.0,116
37,sport,29.0,39
37,sport,70.0,1
37,sport,130.0,2
38,sport,40.0,26
38,sport,5.0,1
38,sport,10.0,3
38,sport,20.0,27
38,sport,60.0,7
38,sport,100.0,12
38,sport,300.0,0
40,sport,80.0,4
40,sport,10.0,14
40,sport,20.0,8
40,sport,25.0,29
40,sport,50.0,20
40,sport,60.0,21
40,sport,100.0,7
40,sport,350.0,1
40,sport,600.0,1
41,sport,40.0,54
41,sport,5.0,4
41,sport,20.0,59
41,sport,60.0,24
41,sport,100.0,24
41,sport,250.0,6
41,sport,1000.0,1
41,sport,2500.0,0
42,sport,10.0,22
42,sport,20.0,32
42,sport,35.0,33
42,sport,50.0,31
42,sport,75.0,21
42,sport,100.0,27
42,sport,300.0,1
42,sport,500.0,1
42,sport,700.0,0
42,sport,1000.0,0
42,sport,3000.0,0
43,sport,1.0,20
43,sport,10.0,58
43,sport,30.0,48
43,sport,50.0,50
43,sport,100.0,13
43,sport,200.0,3
43,sport,400.0,0
44,sport,10.0,2
44,sport,20.0,16
