id,is_successful,percentage_fund,funded,target,in_2020,backers,category,thumbnail_type,num_rewards,min_price,max_price,num_news,num_comments,num_contributions,num_creator_projects
48,successful,103 %,"€3,105","Out of €3,000",10/17/2020,51,music,png,6,10.0,150.0,1,4,55,1
49,successful,109 %,"€6,540","Out of €6,000",10/15/2020,75,music,PNG,8,35.0,250.0,2,17,82,1
50,successful,152 %,"€12,174","Out of €8,000",10/15/2020,160,music,jpg,6,20.0,1000.0,0,34,176,1
51,successful,160 %,"€6,411","Out of €4,000",10/11/2020,77,music,jpg,12,5.0,350.0,2,10,85,1
52,successful,151 %,"€3,011","Out of €2,000",10/7/2020,29,music,png,7,5.0,200.0,0,2,29,1
53,successful,105 %,"€8,908","Out of €8,500",10/2/2020,106,music,jpg,9,5.0,1000.0,0,24,107,1
54,successful,108 %,"€7,150","Out of €6,600",12/17/2020,123,music,png,8,15.0,600.0,0,18,133,3
55,successful,152 %,"€5,328","Out of €3,500",12/17/2020,86,music,jpg,4,10.0,120.0,2,20,87,1
56,successful,100 %,"€4,005","Out of €4,000",12/16/2020,15,music,jpg,9,5.0,600.0,0,3,18,1
57,successful,120 %,"€10,803","Out of €9,000",12/16/2020,162,music,jpg,12,20.0,800.0,2,46,169,1
58,successful,115 %,"€3,215","Out of €2,800",12/15/2020,28,music,jpg,10,5.0,550.0,7,8,39,1
59,successful,105 %,"1,053 pre-orders","Out of 1,000",12/15/2020,560,music,gif,11,10.0,450.0,4,41,560,1
60,successful,255 %,"€3,822","Out of €1,500",12/12/2020,90,music,jpg,14,5.0,500.0,0,19,100,3
61,successful,102 %,"€3,055","Out of €3,000",12/12/2020,31,music,jpg,5,5.0,600.0,1,11,32,2
62,successful,107 %,"€3,200","Out of €3,000",12/12/2020,24,music,png,5,1.0,100.0,3,2,34,1
63,successful,102 %,"€3,975","Out of €3,900",9/27/2020,41,music,png,8,5.0,500.0,2,10,49,1
64,successful,204 %,204 pre-orders,Out of 100,9/25/2020,110,music,jpg,20,5.0,215.0,0,18,110,1
65,successful,103 %,"€5,157","Out of €5,000",9/21/2020,68,music,jpg,6,20.0,120.0,4,13,76,1
66,successful,103 %,"€3,090","Out of €3,000",9/19/2020,75,music,jpg,4,20.0,1000.0,4,14,76,1
67,successful,105 %,"€5,240","Out of €5,000",9/18/2020,75,music,jpeg,6,20.0,500.0,0,5,79,1
68,successful,105 %,"€5,250","Out of €5,000",9/17/2020,35,music,jpg,5,10.0,100.0,3,10,36,1
69,successful,110 %,"€4,390","Out of €4,000",9/15/2020,57,music,jpg,14,5.0,500.0,3,10,75,1
70,successful,144 %,"€4,045","Out of €2,800",9/15/2020,61,music,jpg,5,20.0,200.0,0,13,63,1
71,successful,246 %,"€14,742","Out of €6,000",9/8/2020,224,music,jpg,10,5.0,149.0,0,53,251,3
72,successful,166 %,"€24,962","Out of €15,000",9/3/2020,535,music,jpg,17,10.0,3600.0,9,95,569,2
73,successful,110 %,"€33,140","Out of €30,000",9/2/2020,569,music,jpg,14,20.0,30000.0,2,147,619,1
74,successful,189 %,"€9,463","Out of €5,000",8/30/2020,268,music,jpg,5,10.0,300.0,9,38,273,5
75,successful,105 %,"€3,147","Out of €3,000",8/27/2020,38,music,png,7,5.0,3000.0,0,7,38,1
76,successful,103 %,"€3,094","Out of €3,000",8/22/2020,25,music,jpg,11,5.0,300.0,0,9,27,1
77,successful,157 %,"€8,300","Out of €5,300",8/18/2020,143,music,jpg,13,10.0,1000.0,2,34,145,1
78,successful,108 %,"€4,648","Out of €4,300",8/15/2020,68,music,jpg,12,1.0,4300.0,0,18,74,1
79,successful,101 %,"€3,430","Out of €3,400",8/11/2020,60,music,jpeg,11,5.0,800.0,0,19,68,1
80,successful,102 %,"€6,100","Out of €6,000",8/8/2020,21,music,jpg,5,20.0,200.0,0,10,32,1
81,successful,108 %,"€7,150","Out of €6,600",12/17/2020,123,music,png,8,15.0,600.0,0,18,133,3
82,successful,152 %,"€5,328","Out of €3,500",12/17/2020,86,music,jpg,4,10.0,120.0,2,20,87,1
83,successful,100 %,"€4,005","Out of €4,000",12/16/2020,15,music,jpg,9,5.0,600.0,0,3,18,1
84,successful,120 %,"€10,803","Out of €9,000",12/16/2020,162,music,jpg,12,20.0,800.0,2,46,169,1
85,successful,115 %,"€3,215","Out of €2,800",12/15/2020,28,music,jpg,10,5.0,550.0,7,8,39,1
86,successful,105 %,"1,053 pre-orders","Out of 1,000",12/15/2020,560,music,gif,11,10.0,450.0,4,41,560,1
87,successful,255 %,"€3,822","Out of €1,500",12/12/2020,90,music,jpg,14,5.0,500.0,0,19,100,3
88,successful,102 %,"€3,055","Out of €3,000",12/12/2020,31,music,jpg,5,5.0,600.0,1,11,32,2
89,successful,107 %,"€3,200","Out of €3,000",12/12/2020,24,music,png,5,1.0,100.0,3,2,34,1
90,successful,108 %,"€7,150","Out of €6,600",12/17/2020,123,music,png,8,15.0,600.0,0,18,133,3
91,successful,152 %,"€5,328","Out of €3,500",12/17/2020,86,music,jpg,4,10.0,120.0,2,20,87,1
92,successful,100 %,"€4,005","Out of €4,000",12/16/2020,15,music,jpg,9,5.0,600.0,0,3,18,1
93,successful,120 %,"€10,803","Out of €9,000",12/16/2020,162,music,jpg,12,20.0,800.0,2,46,169,1
94,successful,115 %,"€3,215","Out of €2,800",12/15/2020,28,music,jpg,10,5.0,550.0,7,8,39,1
95,successful,105 %,"1,053 pre-orders","Out of 1,000",12/15/2020,560,music,gif,11,10.0,450.0,4,41,560,1
96,successful,255 %,"€3,822","Out of €1,500",12/12/2020,90,music,jpg,14,5.0,500.0,0,19,100,3
97,successful,102 %,"€3,055","Out of €3,000",12/12/2020,31,music,jpg,5,5.0,600.0,1,11,32,2
98,successful,107 %,"€3,200","Out of €3,000",12/12/2020,24,music,png,5,1.0,100.0,3,2,34,1
