,pro_link,title,status,percentage_fund,funded,target,end_date,backers,subcategory,thumbnail_type,number_rewards,min_price,max_price,num_news,num_comments,num_contributions,creater_link,language,short_des
0,https://www.kisskissbankbank.com/en/projects/meloduende-guitars-une-marque-francaise-au-pays-de-l-oncle-sam,Meloduende Guitars une marque Française au pays de l'oncle Sam!,Successful,107,"€16,050","Out of €15,000",12/23/2018,92,,jpg,12,1.0,7000.0,0,17,92,https://www.kisskissbankbank.com/en/users/meloduende-guitars,en,"Support Meloduende Guitars, so that the ""FRENCH TOUCH"" can be exported to the country of Uncle Sam!"
1,https://www.kisskissbankbank.com/en/projects/sian-able-2eme-ep,SÏAN ABLE - 2ème EP !,Successful,110,"€3,305","Out of €3,000",12/23/2018,51,,jpg,10,5.0,1000.0,0,9,51,https://www.kisskissbankbank.com/en/users/sian--2,fr,"Oh force du collectif, aide-moi à réaliser mon 2ème EP Healing Waves!
Soul, émotions brutes, piano-voix, tout y sera."
2,https://www.kisskissbankbank.com/en/projects/ride-2-kick,Ride 2 Kick,Successful,102,"€10,180","Out of €10,000",12/23/2018,91,,jpg,10,10.0,2500.0,3,15,91,https://www.kisskissbankbank.com/en/users/gatien-du-bois--2,fr,"Participer à Ride 2 Kick, c’est aider la recherche contre le cancer et offrir aux enfants malades un message d'espoir et d'inspiration !"
3,https://www.kisskissbankbank.com/en/projects/la-brasserie-dioller-et-son-projet-d-embouteilleuse,La Brasserie Dioller et son projet d'embouteilleuse,Successful,103,"€5,160","Out of €5,000",12/23/2018,58,,JPG,11,5.0,1000.0,0,9,58,https://www.kisskissbankbank.com/en/users/brasserie-dioller,fr,"Soutenez la Brasserie DIOLLER, en collaborant au financement d'une embouteilleuse automatique !!"
4,https://www.kisskissbankbank.com/en/projects/volcanic-arts-la-galerie-a-clermont-ferrand,Volcanic'Arts - la Galerie à Clermont-Ferrand,Successful,101,"€3,045","Out of €3,000",12/23/2018,66,,jpeg,6,5.0,250.0,7,16,66,https://www.kisskissbankbank.com/en/users/volcanic-arts,fr,L'Agence Volcanic'Arts devient Volcanic'Arts la Galerie. Soutenez une initiative artistique dynamique et explosive !
5,https://www.kisskissbankbank.com/en/projects/les-pieds-dans-l-plat--3,Les Pieds Dans L'Plat,Successful,113,"€3,380","Out of €3,000",12/23/2018,32,,jpg,9,10.0,1000.0,0,8,32,https://www.kisskissbankbank.com/en/users/landry-despres--2,fr,"Aidez Les Pieds Dans L'Plat, à mettre tout un marché dans votre assiette !"
6,https://www.kisskissbankbank.com/en/projects/debout--2,Debout,Successful,103,"€4,165","Out of €4,050",12/23/2018,86,,jpg,9,5.0,100.0,0,21,86,https://www.kisskissbankbank.com/en/users/leo-berrebbi,fr,Aidez-moi à financer mon court métrage sur le suivi d’une journée d’un homme paraplégique qui cherche à tenir debout sans aide extérieure.
7,https://www.kisskissbankbank.com/en/projects/donnez-une-seconde-vie-aux-machines-a-coudre-endormies,Donnez une seconde vie aux machines à coudre endormies!,Successful,101,"€3,520","Out of €3,500",12/23/2018,89,,jpg,6,5.0,200.0,0,14,89,https://www.kisskissbankbank.com/en/users/aux-fils-conducteurs,fr,"Favorisez le réemploi des machines à coudre oubliées! Elles seront réparées et mises à disposition de tous.
Grenier rangé/déchets évités!"
8,https://www.kisskissbankbank.com/en/projects/edition-et-impression-du-livre-de-photographies-m-o-o-n,Edition et impression du livre de Photographies M.O.O.N,Successful,103,"€5,692","Out of €5,500",12/23/2018,31,,jpg,14,15.0,750.0,5,14,31,https://www.kisskissbankbank.com/en/users/sandrineelberg,en,"Support the new SELF-PUBLISHED BOOK ""M.O.O.N"" by Sandrine Elberg"
9,https://www.kisskissbankbank.com/en/projects/allechant-manger-local,Alléchant - Manger local,Successful,107,"€3,425","Out of €3,200",12/23/2018,31,,jpg,7,10.0,300.0,1,11,31,https://www.kisskissbankbank.com/en/users/mickael-lazaro,fr,"Aidez à faire découvrir la plateforme Alléchant.fr, la vente en direct, et tous ses producteurs locaux : particuliers et professionnels. "
10,https://www.kisskissbankbank.com/en/projects/le-petit-ours-gourmand-fraicheur-et-circuits-courts,"Le petit Ours Gourmand, fraîcheur et circuits courts.",Successful,128,"€5,110","Out of €4,000",12/23/2018,62,,jpg,7,10.0,500.0,3,10,62,https://www.kisskissbankbank.com/en/users/anne-laure-orsini,fr,"Ici on cuisine, et vous avez du choix."
11,https://www.kisskissbankbank.com/en/projects/concerts-a-la-decouverte-de-compositeurs-oublies-direction-yair-benaim,"Concerts à la découverte de compositeurs oubliés, direction Yaïr Benaïm",Successful,105,"€3,136","Out of €3,000",12/22/2018,30,,png,7,10.0,500.0,0,3,30,https://www.kisskissbankbank.com/en/users/open-chamber-orchestra,fr,Participez à la réalisation de deux concerts symphoniques à la découverte de trois compositeurs oubliés !
12,https://www.kisskissbankbank.com/en/projects/racing-for-the-oceans,Racing for the Oceans,Successful,116,"€11,647","Out of €10,000",12/22/2018,90,,png,12,20.0,5000.0,0,36,90,https://www.kisskissbankbank.com/en/users/benoit-formet-racing,fr,"Soutenez Benoît Formet lors de la Mini-Transat 2019. 
Bien plus qu'un défi sportif rejoignez le challenge du zéro plastique dans les océans."
