,Unnamed: 0,backers,creater_link,end_date,funded,language,max_price,min_price,num_comments,num_contributions,num_news,number_rewards,percentage_fund,pro_link,short_des,status,subcategory,target,thumbnail_type,title
0,0,244,https://www.kisskissbankbank.com/en/users/chiche--6,12/06/2018,"€13,345",fr,10001.0,5.0,49.0,244.0,3.0,13.0,111.0,https://www.kisskissbankbank.com/en/projects/chiche-se-lance-dans-le-pois-chiche-chocolate,AIDEZ NOUS À ATTEINDRE LES 15 000e POUR NOTRE CHICHE MOBILE et pour un Noël merveilleux rempli de CHICHE au chocolat sous votre sapin !,Successful,,"Out of €12,000",jpg,CHICHE se lance dans le pois chiche chocolaté !
1,1,49,https://www.kisskissbankbank.com/en/users/van-quish,12/06/2018,"€3,848",fr,100.0,5.0,6.0,49.0,0.0,4.0,101.0,https://www.kisskissbankbank.com/en/projects/rdv-le-site-qui-appartient-aux-passionnes-d-automobile,"Trouver en un seul clic tous les évènements automobiles autour de vous!
Avec vos accès VIP partagez du contenu gratuitement à vie!",Successful,,"Out of €3,800",png,RDV! Le site qui appartient aux passionnés d'automobile!
2,2,823,https://www.kisskissbankbank.com/en/users/mc4--2,12/05/2018,"€47,400",fr,200.0,5.0,169.0,823.0,7.0,3.0,237.0,https://www.kisskissbankbank.com/en/projects/la-marche-des-loups,"Après avoir disparu pendant près de 80 ans et malgré les obstacles, les loups sont en train de retrouver leurs anciens territoires ",Successful,,"Out of €20,000",jpg,LA MARCHE DES LOUPS
3,3,96,https://www.kisskissbankbank.com/en/users/balnoir-paris,12/05/2018,115 pre-orders,fr,1500.0,30.0,24.0,106.0,3.0,11.0,128.0,https://www.kisskissbankbank.com/en/projects/balnoir-paris-la-parfaite-petite-robe-noire,"Découvrez la marque Balnoir Paris et le lancement de sa nouvelle collection, composée uniquement d'intemporelles petites robes noires.",Successful,,Out of 90,png,"Balnoir Paris, la parfaite petite robe noire"
4,4,228,https://www.kisskissbankbank.com/en/users/lucien-prod,12/05/2018,"€20,511",en,1200.0,5.0,34.0,205.0,18.0,11.0,137.0,https://www.kisskissbankbank.com/en/projects/healing-hearts-une-histoire-de-coeurs,Israeli and Palestinian doctors work together to save the lives of sick children. Please support this documentary which tells their story!,Successful,,"Out of €15,000",jpg,HEALING HEARTS // UNE HISTOIRE DE COEURS
5,5,62,https://www.kisskissbankbank.com/en/users/dailyfit-spm,12/05/2018,"€11,065",fr,1000.0,20.0,0.0,62.0,0.0,7.0,111.0,https://www.kisskissbankbank.com/en/projects/le-hangar-gym--2,Encouragez et soutenez la création d'une salle de musculation unique à St-Pierre ... ,Successful,,"Out of €10,000",jpg,LE HANGAR GYM
6,6,208,https://www.kisskissbankbank.com/en/users/la-rabbia,12/05/2018,"€12,342",en,430.0,35.0,24.0,170.0,4.0,9.0,123.0,https://www.kisskissbankbank.com/en/projects/memories-of-murder-l-edition-vinyle-de-la-musique-du-film-par-taro-iwashiro,A very special edition for a very special film: “Memories of Murder”’s soundtrack to be published in vinyl - world exclusive.,Successful,,"Out of €10,000",jpg,MEMORIES OF MURDER: l'édition vinyle de la musique du film par Taro Iwashirô
7,7,34,https://www.kisskissbankbank.com/en/users/thibaud--10,12/04/2018,"€7,130",fr,1000.0,10.0,6.0,34.0,0.0,9.0,102.0,https://www.kisskissbankbank.com/en/projects/common-point,"Rencontrez vos collègues, partagez vos points communs et vivez des moments uniques avec Common Point.  ",Successful,,"Out of €7,000",jpg,Common Point
8,8,155,https://www.kisskissbankbank.com/en/users/nadege--11,12/04/2018,"€11,330",fr,300.0,5.0,24.0,155.0,3.0,9.0,160.0,https://www.kisskissbankbank.com/en/projects/un-nouvel-environnement-pour-mon-ecole,Contribuez à l’amélioration de notre nouvelle implantation!,Successful,,"Out of €7,100",jpg,Un nouvel environnement pour mon école
9,9,17,https://www.kisskissbankbank.com/en/users/les-tournaisiennes,12/04/2018,"€4,125",fr,1000.0,5.0,4.0,17.0,0.0,9.0,101.0,https://www.kisskissbankbank.com/en/projects/les-tournaisiennes--2,"INEDIT :  ""Les Tournaisiennes"" arrivent !!!
               Un commerce qui a une âme et qui ouvre son coeur  ❤",Successful,,"Out of €4,100",jpg,Les Tournaisiennes
10,10,33,https://www.kisskissbankbank.com/en/users/runtrotters,12/04/2018,"€4,190",fr,200.0,1.0,5.0,33.0,1.0,6.0,140.0,https://www.kisskissbankbank.com/en/projects/runtrotters-se-depasser-et-courir-a-deux-a-travers-l-europe,"Soutenez notre projet de road-trip sportif et caritatif à travers l'Europe.

",Successful,,"Out of €3,000",jpg,Runtrotters : se dépasser et courir à deux à travers l'Europe.
11,11,52,https://www.kisskissbankbank.com/en/users/florian-mez,12/03/2018,"€3,570",fr,4500.0,8.0,5.0,52.0,1.0,10.0,132.0,https://www.kisskissbankbank.com/en/projects/florian-mesere-chocolatier,"Florian Mésère Chocolatier, l'élégance a du goût",Successful,,"Out of €2,700",JPG,Florian Mésère Chocolatier
12,12,119,https://www.kisskissbankbank.com/en/users/the-peach-pack,12/03/2018,"€12,601",en,2000.0,5.0,26.0,119.0,0.0,9.0,105.0,https://www.kisskissbankbank.com/en/projects/the-peach-pack,"Help us finance our project that aims to show the educational virtues of martial arts, regardless of geography or social class.",Successful,,"Out of €12,000",jpg,The Peach Pack
13,13,160,https://www.kisskissbankbank.com/en/users/terry-and-the-hot-stuff,12/03/2018,"€6,595",fr,100.0,10.0,19.0,160.0,1.0,4.0,110.0,https://www.kisskissbankbank.com/en/projects/terry-and-the-hot-stuff,"Financez le premier enregistrement et le premier clip de ""Terry and The Hot Stuff""",Successful,,"Out of €6,000",jpg,Terry and The Hot Stuff
14,14,78,https://www.kisskissbankbank.com/en/users/camille-anthony,12/03/2018,"€5,510",fr,1000.0,5.0,21.0,78.0,2.0,10.0,106.0,https://www.kisskissbankbank.com/en/projects/ici-l-atelier,ICI l'atelier a besoin de vous!  Aidez à financer l'ouverture de cet espace de création et de partage autour de la céramique!,Successful,,"Out of €5,200",gif,ICI l'atelier
15,15,158,https://www.kisskissbankbank.com/en/users/jj--10,12/03/2018,"€4,245",fr,-1.0,-1.0,59.0,158.0,0.0,0.0,129.0,https://www.kisskissbankbank.com/en/projects/capsule-de-sommeil-pour-sans-abris,Vous êtes géniaux ! 121% ! Aller on peut atteindre 130% avant la fin ! Cela nous aidera à aller plus vite encore !,Successful,,"Out of €3,300",jpg,Capsule de sommeil pour sans abris
16,16,73,https://www.kisskissbankbank.com/en/users/aurore-saiarh-lacroix,12/02/2018,"€5,055",fr,1000.0,5.0,21.0,73.0,2.0,7.0,140.0,https://www.kisskissbankbank.com/en/projects/la-cave-a-desserts--2,"Amis gourmands et bons vivants, aidez - nous à lancer l'Aventure de la Cave à Desserts !",Successful,,"Out of €3,600",jpg,La Cave à desserts
17,17,50,https://www.kisskissbankbank.com/en/users/girafe-bleue,12/02/2018,"€4,471",fr,500.0,20.0,5.0,50.0,1.0,7.0,103.0,https://www.kisskissbankbank.com/en/projects/mue-vegetale--2,"Soutenez le livre ""Mue Végétale""
Un univers atypique et poétique 
La matière végétale à la rencontre du corps et de la danse ",Successful,,"Out of €4,320",jpg,Mue Végétale
18,18,158,https://www.kisskissbankbank.com/en/users/chante-et-tais-toi,12/01/2018,"€4,178",fr,500.0,10.0,19.0,158.0,0.0,8.0,104.0,https://www.kisskissbankbank.com/en/projects/xxl,Les compositions de Suissa passées à la moulinette du saxophoniste Eric Prost avec un collectif de musiciens improvisateurs XXL hors norme !,Successful,,"Out of €4,000",jpg,XXL
19,19,40,https://www.kisskissbankbank.com/en/users/aloha-spreading-happiness,12/01/2018,"€5,120",en,1000.0,5.0,16.0,40.0,1.0,9.0,102.0,https://www.kisskissbankbank.com/en/projects/aloha-spreading-happiness,Help Aloha to spread together with you Happiness all over the world by funding the trendy fashion Beach wear with positive vibes.,Successful,,"Out of €5,000",jpg,Aloha - spreading Happiness
20,20,42,https://www.kisskissbankbank.com/en/users/fhuseyni,12/01/2018,"$7,128",en,-1.0,-1.0,6.0,19.0,0.0,0.0,119.0,https://www.kisskissbankbank.com/en/projects/the-polar-project,Help me go to the Arctic to educate and inspire youngsters to fight climate change!,Successful,,"Out of $6,000",png,Fidan's Arctic Expedition for Education
21,21,42,https://www.kisskissbankbank.com/en/users/solene-saussure,12/01/2018,"€3,885",fr,400.0,5.0,7.0,42.0,0.0,10.0,100.0,https://www.kisskissbankbank.com/en/projects/un-four-pour-des-fleurs-en-porcelaine,"Aidez moi à équiper mon atelier d'artisan d'un four Solargil, pour cuire à haute température mes créations en porcelaine",Successful,,"Out of €3,880",png,Un four pour des fleurs en porcelaine !
22,22,81,https://www.kisskissbankbank.com/en/users/cosmethique,12/01/2018,"€3,975",fr,500.0,5.0,15.0,81.0,7.0,9.0,106.0,https://www.kisskissbankbank.com/en/projects/cosmethique-beaute-nature,Participez à l'évolution de CosmÉthique / Beauté Nature !,Successful,,"Out of €3,750",png,CosmÉthique / Beauté Nature
23,23,46,https://www.kisskissbankbank.com/en/users/annabelle2k,12/01/2018,"€7,000",en,500.0,5.0,9.0,46.0,0.0,11.0,100.0,https://www.kisskissbankbank.com/en/projects/des-outils-contre-des-fusils,Offer toolkits to 20 recent graduates from our Training Centre in South Sudan ! Support them so they can become self-employed ! ,Successful,,"Out of €7,000",jpeg,Tools instead of arms
24,24,79,https://www.kisskissbankbank.com/en/users/cotecourprod,12/01/2018,"€8,485",fr,600.0,5.0,11.0,79.0,0.0,6.0,141.0,https://www.kisskissbankbank.com/en/projects/bretagne-entre-deux-mondes--2,"Prolongez vos vacances en participant  au projet d'édition ""BRETAGNE- ENTRE DEUX MONDES"" et en partageant une vision originale et onirique. ",Successful,,"Out of €6,000",jpg,BRETAGNE-ENTRE DEUX MONDES
25,25,67,https://www.kisskissbankbank.com/en/users/chemindessens,11/30/2018,"€3,551",fr,100.0,5.0,15.0,67.0,10.0,6.0,101.0,https://www.kisskissbankbank.com/en/projects/l-infusion-migratoire-aux-multiples-saveurs,"Aidez Constantino jeune handicapé a atteindre le sommet de son archipel du Cap Vert, le Volcan Fogo à 2860m, en joëlette avec Chemindessens ",Successful,,"Out of €3,500",jpg,L'infusion Migratoire aux Multiples Saveurs
26,26,180,https://www.kisskissbankbank.com/en/users/eloi-touche-du-bois,11/30/2018,"€8,613",fr,1000.0,10.0,30.0,180.0,3.0,9.0,172.0,https://www.kisskissbankbank.com/en/projects/la-derniere-fete-le-livre-qui-ose-tout,Soutenez le lancement du livre qui vous assoit autour du feu. Et participez à un évènement de lancement unique et onirique. ,Successful,,"Out of €5,000",png,La Dernière Fête - le livre qui ose tout
27,27,46,https://www.kisskissbankbank.com/en/users/framboise--12,11/30/2018,"€4,030",fr,300.0,5.0,5.0,46.0,0.0,6.0,101.0,https://www.kisskissbankbank.com/en/projects/spectacle-la-legende-de-cyrilla,"Soutenez la création de La Légende de Cyrilla, un spectacle musical pour enfants. Ce conte celte a besoin de vous pour se produire sur scène",Successful,,"Out of €4,000",png,Spectacle : la Légende de Cyrilla
28,28,72,https://www.kisskissbankbank.com/en/users/julien-lacroix,11/30/2018,"€4,630",fr,500.0,30.0,15.0,72.0,5.0,7.0,116.0,https://www.kisskissbankbank.com/en/projects/les-grandes-solitudes-de-jacques-balmat-livre-photo-de-julien-lacroix,Participez à la réalisation de mon premier livre : un beau carnet de 96 pages alliant photographie et littérature de montagne.,Successful,,"Out of €4,000",png,Les grandes solitudes de Jacques Balmat : livre photo de Julien Lacroix
29,29,64,https://www.kisskissbankbank.com/en/users/clara-minard-2,11/30/2018,"€3,455",de,150.0,1.0,3.0,64.0,0.0,8.0,115.0,https://www.kisskissbankbank.com/en/projects/georges-premier-ep,1er EP - Georges,Successful,,"Out of €3,000",jpg,Georges - Premier EP
30,30,129,https://www.kisskissbankbank.com/en/users/morgane-vauthier--2,11/30/2018,"€5,421",fr,300.0,1.0,31.0,130.0,0.0,11.0,108.0,https://www.kisskissbankbank.com/en/projects/financez-l-envol-de-la-libambulle-librairie-itinerante-orientee-jeunesse,"Une librairie à roulettes, 
Pas besoin de calculs mathématiques, 
Elle vient jusqu'à vous, c'est chouette, 
Et c'est pratique ! 
",Successful,,"Out of €5,000",png,"Contribuez à l'envol de LA LIBAMBULLE, Librairie itinérante, orientée jeunesse"
31,31,108,https://www.kisskissbankbank.com/en/users/elia-rose--2,11/29/2018,"€9,190",fr,1000.0,5.0,23.0,109.0,0.0,8.0,108.0,https://www.kisskissbankbank.com/en/projects/elia-rose-1er-ep,"Premier EP de la chanteuse ELIA ROSE

CAMPAGNE REUSSIE !!!!! GRACE A VOTRE CONFIANCE ",Successful,,"Out of €8,500",png,ELIA ROSE - 1er EP
32,32,152,https://www.kisskissbankbank.com/en/users/michele-coelen,11/29/2018,"€3,750",fr,500.0,5.0,53.0,152.0,14.0,7.0,125.0,https://www.kisskissbankbank.com/en/projects/la-souris-verte-epicerie-droguerie-soins-zero-dechet,"La consommation réfléchie n’est pas une utopie !
Aidez-moi à créer une épicerie bio ""zéro déchet"" à Theux ! Plus que quelques jours ... ",Successful,,"Out of €3,000",jpg,La Souris Verte : Épicerie/Droguerie/Soins Zéro déchet
33,33,38,https://www.kisskissbankbank.com/en/users/roman-garcia,11/29/2018,"€3,500",fr,500.0,10.0,7.0,39.0,0.0,7.0,100.0,https://www.kisskissbankbank.com/en/projects/creation-du-food-truck-les-tontons-tartines,"Aidez à la création des Tontons Tartines, une histoire de famille!",Successful,,"Out of €3,500",png,"Création du food truck ""Les Tontons Tartines"""
34,34,47,https://www.kisskissbankbank.com/en/users/firouza,11/29/2018,"€5,650",fr,500.0,15.0,13.0,47.0,0.0,8.0,103.0,https://www.kisskissbankbank.com/en/projects/firouza-la-joaillerie-singuliere--2,Contribuez au développement et à la distribution de nos nouvelles collections et à la valorisation de notre image de marque.,Successful,,"Out of €5,500",PNG,Firouza - La Joaillerie Singulière
35,35,160,https://www.kisskissbankbank.com/en/users/muziekpublique,11/28/2018,"€10,028",en,2500.0,5.0,14.0,160.0,0.0,12.0,100.0,https://www.kisskissbankbank.com/en/projects/refugees-for-refugees-new-album,"Support the 2nd CD by Refugees for Refugees, a project that brings together musicians from Syria, Iraq, Pakistan, Afghanistan, Tibet.",Successful,,"Out of €10,000",png,Refugees for Refugees: new album
36,36,355,https://www.kisskissbankbank.com/en/users/l-atelier-d-images,11/28/2018,"€15,480",fr,10000.0,5.0,41.0,355.0,7.0,14.0,103.0,https://www.kisskissbankbank.com/en/projects/le-cercle-des-petits-philosophes,Aidez-nous à produire le film avec Frédéric Lenoir où la philosophie devient un jeu d’enfants !,Successful,,"Out of €15,000",png,Le Cercle des petits philosophes
37,37,145,https://www.kisskissbankbank.com/en/users/mr-greenzzly,11/28/2018,"€7,021",fr,200.0,10.0,32.0,145.0,11.0,14.0,117.0,https://www.kisskissbankbank.com/en/projects/mr-greenzzly-le-boxer-qui-vous-maintient-en-formes-messieurs,Soutenez le lancement de la première collection Mr Greenzzly : un boxer enfin à votre taille.,Successful,,"Out of €6,000",png,Mr GREENZZLY le boxer qui vous maintient en formes (Messieurs)
38,38,159,https://www.kisskissbankbank.com/en/users/jazz-people,11/28/2018,"€12,200",fr,200.0,10.0,26.0,159.0,1.0,8.0,102.0,https://www.kisskissbankbank.com/en/projects/at-barloyd-s-piano-solos-coffret-de-9-cd,"Contribuez à la sortie de ""At Barloyd's"", le coffret événement de neuf solos enregistrés par la crème des pianistes de jazz français",Successful,,"Out of €12,000",png,At Barloyd's (Piano Solos) Coffret de 9 CD
39,39,73,https://www.kisskissbankbank.com/en/users/hablas-tortuga,11/28/2018,"€3,745",fr,500.0,5.0,14.0,73.0,1.0,7.0,125.0,https://www.kisskissbankbank.com/en/projects/hablas-tortuga--5,Rejoignez l'aventure de 4 étudiants qui partent d'avril à juillet 2019 au Panama pour protéger les tortues marines !,Successful,,"Out of €3,000",png,¿Hablas Tortuga?
40,40,52,https://www.kisskissbankbank.com/en/users/matin-berthieu,11/27/2018,"€3,790",en,200.0,10.0,10.0,52.0,0.0,6.0,126.0,https://www.kisskissbankbank.com/en/projects/lads-par-ici-les-gourmets-et-les-gourmands,Take part in the launch of our project !!,Successful,,"Out of €3,000",jpg,- LADS - Par ici les gourmets ET les gourmands !
41,41,24,https://www.kisskissbankbank.com/en/users/laura-de-ladoucette,11/27/2018,"€3,034",fr,15.0,15.0,9.0,24.0,0.0,1.0,101.0,https://www.kisskissbankbank.com/en/projects/taxi-pour-zaa-tari,"Sur les 80 000 réfugiés Syriens du camp de Zaa'tari, plus de la moitié sont des enfants. Aidez-les à mieux supporter cet enfermement !",Successful,,"Out of €3,000",png,Taxi Pour Zaa'tari
42,42,130,https://www.kisskissbankbank.com/en/users/skull--3,11/27/2018,"€5,850",fr,150.0,5.0,34.0,130.0,10.0,9.0,116.0,https://www.kisskissbankbank.com/en/projects/skull-food-drink-shop,"Soutenez le premier établissement steampunk et kinetic de Lyon (et de France!)
Chez nous tout est fait maison du sol au plafond!",Successful,,"Out of €5,039",gif,SKULL  food - drink - shop
43,43,50,https://www.kisskissbankbank.com/en/users/nina--22,11/27/2018,"€4,050",fr,200.0,10.0,13.0,50.0,1.0,8.0,162.0,https://www.kisskissbankbank.com/en/projects/ferme-sociale-et-pedagogique-de-la-baume-au-coeur,"Aidez à financer la ferme pédagogique de ""la Baume au cœur"", association qui relie la terre, l'humain, et la culture sous toutes ses formes",Successful,,"Out of €2,500",jpg,Ferme sociale et pédagogique de la baume au coeur
44,44,91,https://www.kisskissbankbank.com/en/users/bon-app-ethic-by-care-eat,11/27/2018,"€8,082",fr,2000.0,1.0,32.0,91.0,4.0,11.0,101.0,https://www.kisskissbankbank.com/en/projects/bon-app-ethic-l-appli-eco-responsable-et-solidaire,Aidez-nous à finaliser l'application mobile Bon App'Ethic! #solidarité #antigaspillage #alimentaire,Successful,,"Out of €8,000",png,"Bon App'Ethic, l'appli éco-responsable et solidaire"
45,45,46,https://www.kisskissbankbank.com/en/users/les-mains-du-coeur-pour-le-cambodge,11/26/2018,"€4,455",en,500.0,15.0,6.0,46.0,2.0,5.0,149.0,https://www.kisskissbankbank.com/en/projects/offrons-des-soins-aux-populations-vulnerables-du-cambodge,"For widening Health cover in Cambodia, for vulnerable population.",Successful,,"Out of €3,000",jpg,Offrons des soins aux Populations vulnérables du Cambodge
46,46,62,https://www.kisskissbankbank.com/en/users/collectifkoa,11/26/2018,"€3,000",fr,1500.0,10.0,5.0,62.0,5.0,10.0,100.0,https://www.kisskissbankbank.com/en/projects/grand-ensemble-koa-nouvel-album,Aidez le Grand Ensemble Koa à financer son 3ème album !,Successful,,"Out of €3,000",png,Grand Ensemble Koa - Nouvel album !
47,47,144,https://www.kisskissbankbank.com/en/users/kanyaman-et-imane,11/25/2018,"€11,610",fr,2000.0,5.0,29.0,144.0,1.0,10.0,118.0,https://www.kisskissbankbank.com/en/projects/la-papotiere-restaurant-bilingue-lsf-fr,Signez avec nous !,Successful,,"Out of €9,800",jpg,La Papotière - Restaurant bilingue LSF/Fr
48,48,"1,106",https://www.kisskissbankbank.com/en/users/reverse--2,11/26/2018,"€55,103",fr,299.0,5.0,140.0,971.0,3.0,44.0,306.0,https://www.kisskissbankbank.com/en/projects/reverse-le-premier-mook-100-basket,"Les fans de NBA et de basket vont enfin avoir ce qu'ils méritent.
Aidez-nous à financer le premier Mook REVERSE.",Successful,,"Out of €18,000",jpg,REVERSE : le premier Mook 100% basket
49,49,158,https://www.kisskissbankbank.com/en/users/valery-boston--2,11/25/2018,"€5,535",fr,900.0,5.0,40.0,158.0,30.0,9.0,123.0,https://www.kisskissbankbank.com/en/projects/valery-boston-nouvel-album,"Soutenez Valery Boston en participant au financement de son 2nd album aux influences pop, reggae, soul, funk, jazz, caribéennes. ",Successful,,"Out of €4,500",png,Valery Boston -  Nouvel album
50,50,176,https://www.kisskissbankbank.com/en/users/aglae-lingerie,11/24/2018,"€8,210",de,250.0,5.0,38.0,176.0,5.0,11.0,164.0,https://www.kisskissbankbank.com/en/projects/aglae-lingerie-menstruelle,- ENTRER DANS L'AVENTURE D'AGLAÉ-LINGERIE -,Successful,,"Out of €5,000",png,Aglaé Lingerie Menstruelle
51,51,103,https://www.kisskissbankbank.com/en/users/allan-vede,11/24/2018,"€8,490",fr,300.0,5.0,24.0,103.0,1.0,9.0,102.0,https://www.kisskissbankbank.com/en/projects/allan-vede-l-aventure-commence-maintenant,Aidez-moi à produire mon premier EP ! Notre aventure commence maintenant !,Successful,,"Out of €8,293",jpg,Allan Védé : l'aventure commence maintenant !
52,52,111,https://www.kisskissbankbank.com/en/users/minuit-10,11/24/2018,"€5,186",fr,1500.0,10.0,25.0,111.0,19.0,11.0,104.0,https://www.kisskissbankbank.com/en/projects/les-enfants-de-l-amour-premier-album-de-minuit-10,Participez au financement de notre tout premier album !,Successful,,"Out of €5,000",jpg,Les Enfants de l'Amour / Premier album de Minuit 10 !
53,53,126,https://www.kisskissbankbank.com/en/users/aves,11/24/2018,"€7,120",fr,500.0,10.0,16.0,126.0,3.0,6.0,106.0,https://www.kisskissbankbank.com/en/projects/sur-la-voie-migratoire-un-reportage-pour-l-avifaune,Envolez-vous avec AVES pour une migration aux côtés des oiseaux et valorisons les missions de recherche pour la préservation de l'avifaune !,Successful,,"Out of €6,700",png,"Sur la voie migratoire, un reportage pour l’avifaune"
54,54,45,https://www.kisskissbankbank.com/en/users/tristan-pierrevelcin--2,11/24/2018,"€3,675",fr,5000.0,10.0,13.0,45.0,3.0,9.0,105.0,https://www.kisskissbankbank.com/en/projects/lancement-de-l-entreprise-module,Aidez à financer l'ouverture d'entreprise d'un jeune Alsacien motivé à faire bouger les choses dans le milieu de la construction !,Successful,,"Out of €3,500",png,Lancement de l'entreprise Module³
55,55,217,https://www.kisskissbankbank.com/en/users/petit-poh,11/24/2018,"€12,540",fr,1000.0,1.0,60.0,217.0,0.0,9.0,111.0,https://www.kisskissbankbank.com/en/projects/petit-poh-atelier-100-autonome-et-solaire,Participez à l'autonomisation de l'atelier de couture 0 déchet de Petit Poh,Successful,,"Out of €11,300",JPG,Petit Poh atelier 100% autonome et solaire
56,56,126,https://www.kisskissbankbank.com/en/users/good-chance-theatre,11/24/2018,"€9,130",en,150.0,20.0,13.0,126.0,8.0,4.0,114.0,https://www.kisskissbankbank.com/en/projects/good-chance-theatre,"Good Chance creates new kinds of communities to empower artists from across the world and connect people, stories and cultures. 
",Successful,,"Out of €8,000",png,Good Chance Theatre
57,57,106,https://www.kisskissbankbank.com/en/users/creep-train,11/24/2018,"€7,285",fr,500.0,5.0,12.0,106.0,0.0,8.0,121.0,https://www.kisskissbankbank.com/en/projects/creep-train-le-train-fantome-l-exposition,Donnez naissance à la première exposition d’art contemporain à bord d’une attraction foraine,Successful,,"Out of €6,000",jpg,CREEP TRAIN - le Train Fantôme : l'exposition
58,58,176,https://www.kisskissbankbank.com/en/users/au-fur-et-a-mesure,11/23/2018,"€5,633",fr,200.0,5.0,37.0,176.0,0.0,9.0,113.0,https://www.kisskissbankbank.com/en/projects/au-fur-et-a-mesure-epicerie-zero-dechet-a-amboise,"Aidez nous à finaliser notre projet d'épicerie en vrac, bio et locale sur Amboise 

",Successful,,"Out of €5,000",jpg,"Au fur et A mesure, épicerie zéro déchet à Amboise"
59,59,264,https://www.kisskissbankbank.com/en/users/six-pieds-sur-terre--2,11/23/2018,271 pre-orders,fr,100.0,10.0,33.0,267.0,8.0,6.0,136.0,https://www.kisskissbankbank.com/en/projects/contrechamps-les-paysans-reprennent-la-main--2,"Un livre de rencontres avec des paysans engagés dans une démarche alternative et durable, à contre-courant du modèle agricole dominant.",Successful,,Out of 200,jpg,"""Contrechamps"" Les paysans reprennent la main"
60,60,68,https://www.kisskissbankbank.com/en/users/samuel-dobson,11/23/2018,"€8,113",en,1000.0,1.0,15.0,68.0,3.0,6.0,101.0,https://www.kisskissbankbank.com/en/projects/ticket-to-jam,"Support the creation of Ticket to Jam , and get on board European's first nomad music source!",Successful,,"Out of €8,000",png,Ticket to Jam
61,61,90,https://www.kisskissbankbank.com/en/users/iago21,11/22/2018,"€4,000",fr,3000.0,10.0,8.0,90.0,0.0,4.0,100.0,https://www.kisskissbankbank.com/en/projects/spectacle-un-mari-a-la-porte,"Soutenez la nouvelle création de la jeune compagnie émergente Golo, l'opérette en un acte de Jacques Offenbach Un mari à la porte.",Successful,,"Out of €4,000",jpg,Spectacle Un mari à la porte
62,62,115,https://www.kisskissbankbank.com/en/users/david-andre,11/22/2018,"€12,440",fr,2500.0,10.0,34.0,115.0,9.0,10.0,104.0,https://www.kisskissbankbank.com/en/projects/le-bigorneau-s-accroche-a-son-caillou,Participez à la progression de la nouvelle compagnie maritime SUR MER sur l'île de Bréhat,Successful,,"Out of €12,000",jpg,LE BIGORNEAU s'accroche à son caillou
63,63,83,https://www.kisskissbankbank.com/en/users/sylvain-peyronnet--2,11/22/2018,"€3,701",fr,3300.0,5.0,15.0,83.0,0.0,8.0,112.0,https://www.kisskissbankbank.com/en/projects/newsletter-tech-des-ix-labs,"Soutenez la création d'une newsletter professionnelle présentant des articles de fond par des acteurs de la scène ""tech"" française. ",Successful,,"Out of €3,300",jpg,"Newsletter ""tech"" des ix-labs"
64,64,43,https://www.kisskissbankbank.com/en/users/veronique-rousti,11/22/2018,"€3,130",fr,-1.0,-1.0,6.0,43.0,1.0,0.0,313.0,https://www.kisskissbankbank.com/en/projects/solidarite-aux-postiers-sinistres-des-inondations-de-l-aude,Nous avons besoin de vous pour aider les postiers victimes des inondations dans l'Aude. Certains ont tout perdu...AIDONS LES !,Successful,,"Out of €1,000",JPG,Solidarité aux postiers sinistrés des inondations de l'Aude
65,65,46,https://www.kisskissbankbank.com/en/users/gillesmercierphotographe,11/22/2018,"€5,445",fr,95.0,10.0,12.0,46.0,9.0,5.0,121.0,https://www.kisskissbankbank.com/en/projects/l-elegance-de-vos-absences,"Soutenez le projet de documentaire en hommage aux oubliés de la mémoire, à travers le prisme familial du capitaine Pierre ""MAXIME"" MERCIER.",Successful,,"Out of €4,500",jpg,L'élégance de vos absences
66,66,85,https://www.kisskissbankbank.com/en/users/robin-ieraci--2,11/21/2018,"€6,280",fr,300.0,10.0,35.0,85.0,1.0,11.0,126.0,https://www.kisskissbankbank.com/en/projects/kido-lampes-ecologiques-francaises-a-assembler,"Illuminez vos déchets! #LightUpYourWaste! c'est l'idée de KIDO : des lampes tendances issues de matières recyclées, à assembler soi-même.",Successful,,"Out of €5,000",gif,KIDO : Lampes Écologiques Françaises à Assembler
67,67,22,https://www.kisskissbankbank.com/en/users/maison-lefrancois,11/21/2018,"€3,020",fr,1200.0,20.0,4.0,22.0,3.0,6.0,101.0,https://www.kisskissbankbank.com/en/projects/la-malle-haut-de-gamme-personnalisable-et-made-in-france,Notre objectif ? Réinventer le mobilier en bois massif en respectant le savoir-faire des artisans d’art.,Successful,,"Out of €3,000",jpg,La Malle haut de gamme personnalisable et made in France
68,68,58,https://www.kisskissbankbank.com/en/users/little-liamone,11/21/2018,"€3,515",fr,500.0,10.0,11.0,58.0,0.0,8.0,100.0,https://www.kisskissbankbank.com/en/projects/little-liamone-boutique-bar-a-plantes,"Contribuez au lancement de Little Liamone : un concept store alliant art de vivre, accessoires et plantes vertes. ",Successful,,"Out of €3,500",png,"Little Liamone - Boutique, Bar à plantes"
69,69,715,https://www.kisskissbankbank.com/en/users/parlons-peu-mais-parlons,11/21/2018,"€15,439",fr,10000.0,10.0,133.0,715.0,0.0,10.0,154.0,https://www.kisskissbankbank.com/en/projects/family,"Neuf courts métrages, neuf portraits de familles, neuf équilibres bouleversés...
Pour vivre une montagne russe d'émotion, soutenez Family !",Successful,,"Out of €10,000",png,FAMILY
