,Unnamed: 0,backers,creater_link,end_date,funded,language,max_price,min_price,num_comments,num_contributions,num_news,number_rewards,percentage_fund,pro_link,short_des,status,subcategory,target,thumbnail_type,title
8,8,160,https://www.kisskissbankbank.com/en/users/onetopi-company,09/25/2020,"€8,165",fr,300.0,10.0,22.0,163.0,3.0,8.0,163.0,https://www.kisskissbankbank.com/en/projects/onetopi,Soutenez notre projet pour créer notre 1ère plateforme sumaine.,Successful,Change your life,"Out of €5,000",gif,"Onetopi, un nouveau écosystème sumain"
9,9,110,https://www.kisskissbankbank.com/en/users/etienne-ziller,09/25/2020,204 pre-orders,en,215.0,5.0,18.0,110.0,0.0,20.0,204.0,https://www.kisskissbankbank.com/en/projects/bmkhalife-on-off,Bachar's online boutique / Pre-orders for new album On / Off,Successful,"International solidarity,Indie",Out of 100,jpg,Bachar Mar-Khalifé       On / Off
10,10,132,https://www.kisskissbankbank.com/en/users/sandra-valier,09/22/2020,501 pre-orders,fr,99.0,12.0,21.0,139.0,5.0,13.0,501.0,https://www.kisskissbankbank.com/en/projects/elfy-naturals-la-marque-que-vos-cheveux-crepus-ou-boucles-vont-adorer,Sublimez vos cheveux crépus & bouclés avec des produits bons pour vos cheveux et pas néfastes pour votre santé 🌱,Successful,"Feminism,Change your life",Out of 100,gif,Elfy Naturals la marque que vos cheveux crépus ou bouclés vont adorer
11,11,68,https://www.kisskissbankbank.com/en/users/linus-olsson,09/21/2020,"€5,157",en,120.0,20.0,13.0,76.0,4.0,6.0,103.0,https://www.kisskissbankbank.com/en/projects/linusolssonweswecan,The show must go on!,Successful,Indie,"Out of €5,000",jpg,Wes We Can
12,12,69,https://www.kisskissbankbank.com/en/users/corridor-elephant,09/21/2020,"€3,312",fr,160.0,5.0,8.0,80.0,0.0,6.0,170.0,https://www.kisskissbankbank.com/en/projects/vues-d-en-haut-un-livre-de-benoit-de-clerck,"Aidez-nous à éditer le livre photographique ""VUES D'EN HAUT"" de Benoit De Clerck

",Successful,"Zero waste,French manufacturing,Independent media","Out of €1,950",jpg,"VUES D'EN HAUT, un livre de Benoit De Clerck"
13,13,898,https://www.kisskissbankbank.com/en/users/tempura-magazine,09/21/2020,"2,335 pre-orders",fr,85.0,15.0,33.0,909.0,1.0,6.0,1168.0,https://www.kisskissbankbank.com/en/projects/tempuramagnumero3,"TEMPURA N°3, le magazine sur les cultures du Japon - Précommandes flash !",Successful,Independent media,Out of 200,jpg,"TEMPURA N°3, le magazine sur les cultures du Japon - Précommandes !"
14,14,100,https://www.kisskissbankbank.com/en/users/valerie-aguila,09/21/2020,"€3,630",fr,100.0,5.0,10.0,100.0,3.0,5.0,121.0,https://www.kisskissbankbank.com/en/projects/girls-club-paris,"✊🏽✊🏼✊🏿✊🏾✊🏻 
Les jeunes générations d'aujourd'hui seront les leaders de demain! 
",Successful,"Feminism,International solidarity,Education","Out of €3,000",jpg,Girls Club Paris
15,15,36,https://www.kisskissbankbank.com/en/users/marion-neirynck,09/20/2020,"€4,000",fr,50.0,30.0,8.0,37.0,0.0,2.0,100.0,https://www.kisskissbankbank.com/en/projects/tour-de-france-a-la-decouverte-des-savoir-faire-francais,Venez en voyage découvrir les paysages et savoir-faire français avec moi !,Successful,"Indie,French manufacturing,Independent media","Out of €4,000",gif,TOUR DE FRANCE À LA DÉCOUVERTE DES SAVOIR-FAIRE FRANÇAIS
16,16,45,https://www.kisskissbankbank.com/en/users/julien-dost,09/20/2020,"€5,211",fr,350.0,1.0,12.0,54.0,2.0,7.0,104.0,https://www.kisskissbankbank.com/en/projects/la-maison-mecanique,"Soutenez la création d’un espace 100% deux-roues, où le mécano c'est vous !",Successful,"Local Development,Change your life","Out of €5,000",jpg,La Maison Mécanique
17,17,113,https://www.kisskissbankbank.com/en/users/helena-guy-lhomme,09/20/2020,"€7,523",en,100.0,12.0,24.0,117.0,5.0,9.0,215.0,https://www.kisskissbankbank.com/en/projects/jeu-de-l-oie-nouvelle-marque-de-jouet-d-artiste-ethiques,Support an artistic & ethical new toy: the “Game of the Goose” giant board,Successful,"Organic,French manufacturing,Education","Out of €3,500",jpeg,Le jeu de l'oie vintage géant
18,18,42,https://www.kisskissbankbank.com/en/users/valerie-lucas-399ca103-b417-455e-aa2f-a510af01e378,01/12/2021,"€4,225",fr,400.0,10.0,16.0,46.0,1.0,8.0,106.0,https://www.kisskissbankbank.com/en/projects/table-boulangerie-engagee,Participez à la naissance de Cassava à la Réunion! Le mariage d'une boulangerie artisanale au levain et d'une table éco-responsable,Successful,"Organic,Locavore,Local Development","Out of €4,000",png,"Cassava, table & boulangerie artisanale engagée"
19,19,175,https://www.kisskissbankbank.com/en/users/jean-patrick-capdevielle,01/12/2021,"€20,880",fr,500.0,10.0,71.0,190.0,6.0,4.0,104.0,https://www.kisskissbankbank.com/en/projects/ibiza-horse-valley,"Sauvons ensemble ""Ibiza Horse Valley"", le sanctuaire des chevaux libres",Successful,Animal Welfare,"Out of €20,000",png,IBIZA HORSE VALLEY
20,20,211,https://www.kisskissbankbank.com/en/users/vincent-bidal,01/12/2021,"€10,750",hr,500.0,10.0,53.0,222.0,0.0,7.0,108.0,https://www.kisskissbankbank.com/en/projects/ob2,Soutenez le projet sur KissKissBankBank !,Successful,Indie,"Out of €10,000",jpg,ENREGISTREMENT DE L'ALBUM OB2 GREGORY OTT ET VINCENT BIDAL
21,21,95,https://www.kisskissbankbank.com/en/users/emmanuel-olsson,01/12/2021,"€3,595",fr,1000.0,10.0,22.0,98.0,4.0,7.0,120.0,https://www.kisskissbankbank.com/en/projects/playschool-l-album-la-garderie,"Collectif d’artistes, Playschool a besoin de vous pour financer la sortie de l'album ""La garderie"" et produire un beau clip.",Successful,Indie,"Out of €3,000",jpg,Playschool l'album : LA GARDERIE
22,22,312,https://www.kisskissbankbank.com/en/users/yoan-villars,01/12/2021,876 pre-orders,fr,225.0,14.0,41.0,325.0,10.0,12.0,876.0,https://www.kisskissbankbank.com/en/projects/sick16,"164 pages, 2 couvertures et 0 publicité !",Successful,"French manufacturing,Independent media",Out of 100,gif,S!CK soutient l'indépendance avec le double-numéro Gremlins
23,23,62,https://www.kisskissbankbank.com/en/users/teaser-appat,01/11/2021,"€3,642",en,80.0,5.0,11.0,64.0,0.0,5.0,169.0,https://www.kisskissbankbank.com/en/projects/teaserlappat,"SOUTENEZ LE TOURNAGE DU TEASER DU LONG-MÉTRAGE ""L'APPÂT"".",Successful,"Anti racism,International solidarity,Independent media","Out of €2,160",jpg,"TEASER Long-métrage ""L'APPÂT"""
24,24,72,https://www.kisskissbankbank.com/en/users/loic-sanchez,01/10/2021,"€13,639",fr,500.0,20.0,14.0,74.0,1.0,7.0,682.0,https://www.kisskissbankbank.com/en/projects/en-immersion-engagee,"Pré-réservez aujourd’hui votre prochaine micro-immersion en terre méconnue, aidez immédiatement un habitant.",Successful,"Local Development,Indie,French manufacturing","Out of €2,000",png,En immersion Engagée
25,25,172,https://www.kisskissbankbank.com/en/users/fabrice-hodecent,01/10/2021,406 pre-orders,fr,5000.0,25.0,34.0,177.0,26.0,7.0,203.0,https://www.kisskissbankbank.com/en/projects/route-64-le-magazine-du-jeu-d-echecs-hors-des-cases,"Soutenez la création de Route 64, le nouveau média francophone (128 pages) du jeu d'échecs qui veut voyager hors des cases !",Successful,Independent media,Out of 200,jpg,"Route 64, la revue francophone du jeu d'échecs pour aller hors des cases"
26,26,16,https://www.kisskissbankbank.com/en/users/philippe-daurenjou-4abc64ff-11d0-41d3-9bba-5a962260608e,01/10/2021,27 pre-orders,fr,710.0,5.0,2.0,19.0,1.0,8.0,108.0,https://www.kisskissbankbank.com/en/projects/caremitou,"Un bac à litière connecté, esthétique et performant qui dépiste très tôt et à mon domicile les risques de maladies de mon animal. 

",Successful,"Animal Welfare,Recycling,French manufacturing",Out of 25,gif,"Caremitou®, maison de santé connectée qui prend soin de mon chat de chez moi !"
27,27,173,https://www.kisskissbankbank.com/en/users/quentin-molina,09/12/2020,"€12,230",fr,3000.0,15.0,24.0,175.0,4.0,8.0,122.0,https://www.kisskissbankbank.com/en/projects/le-grand-vert,Participez avec nous à la création d'un court-métrage à impact qui parle de notre lien aux arbres et au vivant !,Successful,"Biodiversity,Indie,Change your life","Out of €10,000",png,LE GRAND VERT
28,28,134,https://www.kisskissbankbank.com/en/users/baptiste-latimier-392615b8-c15f-4eb7-8f6e-6f8814fd356e,09/11/2020,"€18,840",en,4500.0,15.0,23.0,135.0,6.0,12.0,188.0,https://www.kisskissbankbank.com/en/projects/jardin-permaculture-ecolodge-irmaos-da-lagoa-portugal,Our SPORTS AND NATURE ECOLODGE will open in 2022: take part in our adventure in preview! ,Successful,"Organic,Biodiversity,Locavore","Out of €10,000",jpg,IRMÃOS DA LAGOA - FRÈRES DE LA LAGUNE
29,29,295,https://www.kisskissbankbank.com/en/users/xavier-debernis,09/10/2020,"€20,364",en,130.0,5.0,10.0,303.0,6.0,17.0,204.0,https://www.kisskissbankbank.com/en/projects/patinage-magazine-4e3a9798-2627-4948-975b-d6700770bc3c,"Patinage Magazine, independant magazine of reference of Ice Figure Skating, calls for your support",Successful,,"Out of €10,000",jpg,Patinage Magazine : Le magazine incontournable de la glace
30,30,73,https://www.kisskissbankbank.com/en/users/benjamin-faure-2,09/10/2020,"€13,470",fr,1500.0,30.0,25.0,75.0,0.0,10.0,168.0,https://www.kisskissbankbank.com/en/projects/sauvonssportbreak,"Sport Break est en danger ! Deux ans et demi après son ouverture près de Montpellier, le temple du sport connecté joue sa survie.",Successful,"Health and Handicap,Local Development,Education","Out of €8,000",gif,"Sauvons Sport Break, touché par la crise sanitaire COVID-19 !"
31,31,8,https://www.kisskissbankbank.com/en/users/kilian-clouet,09/10/2020,"€3,001",fr,500.0,10.0,0.0,12.0,3.0,11.0,100.0,https://www.kisskissbankbank.com/en/projects/les-charmantes-fantaisies-de-triton-et-phalistere,"Blagues loufoques, amour, innocence et synthétiseur magique, bienvenue dans Les Charmantes Fantaisies de Triton et Phalistère ",Successful,,"Out of €3,000",png,Les Charmantes Fantaisies de Triton et Phalistère
32,32,136,https://www.kisskissbankbank.com/en/users/pierre-hedrich,09/09/2020,197 pre-orders,fr,135.0,5.0,32.0,143.0,7.0,7.0,131.0,https://www.kisskissbankbank.com/en/projects/un-printemps-de-confinement,"Participez à la création du premier recueil 
de 100 dessins de presse sur le confinement",Successful,"Indie,Independent media",Out of 150,jpg,1 LIVRE GRAPHIQUE                               pour raconter la crise sanitaire
33,33,60,https://www.kisskissbankbank.com/en/users/justine-loirat,09/08/2020,"€11,196",fr,1000.0,10.0,16.0,63.0,1.0,7.0,112.0,https://www.kisskissbankbank.com/en/projects/l-aquarium-de-out-of-the-blue,"Pour une performance qui reconnecte l’humain avec ses capacités aquatiques
L’apnée comme nouvelle discipline de cirque
",Successful,Indie,"Out of €10,000",jpg,"L'AQUARIUM DE ""OUT OF THE BLUE"""
34,34,41,https://www.kisskissbankbank.com/en/users/damien-buirette,09/08/2020,"€10,410",en,2000.0,20.0,9.0,42.0,0.0,7.0,104.0,https://www.kisskissbankbank.com/en/projects/ma-dam-coffee-bike,"Ma.Dam Coffee Bike - Social, Ethical and Organic Specialty Coffee",Successful,"Organic,Local Development,Fair Trade","Out of €10,000",png,Ma.Dam Coffee Bike
35,35,224,https://www.kisskissbankbank.com/en/users/romain-ughetto,09/08/2020,"€14,742",fr,149.0,5.0,53.0,251.0,0.0,10.0,246.0,https://www.kisskissbankbank.com/en/projects/generation2000lasuite,Et si on continuait le voyage dans les années 2000 ?,Successful,Indie,"Out of €6,000",jpg,"GÉNÉRATION 2000, LA SUITE ?"
36,36,42,https://www.kisskissbankbank.com/en/users/valerie-lucas-399ca103-b417-455e-aa2f-a510af01e378,01/12/2021,"€4,225",fr,400.0,10.0,16.0,46.0,1.0,8.0,106.0,https://www.kisskissbankbank.com/en/projects/table-boulangerie-engagee,Participez à la naissance de Cassava à la Réunion! Le mariage d'une boulangerie artisanale au levain et d'une table éco-responsable,Successful,"Organic,Locavore,Local Development","Out of €4,000",png,"Cassava, table & boulangerie artisanale engagée"
37,37,175,https://www.kisskissbankbank.com/en/users/jean-patrick-capdevielle,01/12/2021,"€20,880",fr,500.0,10.0,71.0,190.0,6.0,4.0,104.0,https://www.kisskissbankbank.com/en/projects/ibiza-horse-valley,"Sauvons ensemble ""Ibiza Horse Valley"", le sanctuaire des chevaux libres",Successful,Animal Welfare,"Out of €20,000",png,IBIZA HORSE VALLEY
38,38,211,https://www.kisskissbankbank.com/en/users/vincent-bidal,01/12/2021,"€10,750",hr,500.0,10.0,53.0,222.0,0.0,7.0,108.0,https://www.kisskissbankbank.com/en/projects/ob2,Soutenez le projet sur KissKissBankBank !,Successful,Indie,"Out of €10,000",jpg,ENREGISTREMENT DE L'ALBUM OB2 GREGORY OTT ET VINCENT BIDAL
39,39,95,https://www.kisskissbankbank.com/en/users/emmanuel-olsson,01/12/2021,"€3,595",fr,1000.0,10.0,22.0,98.0,4.0,7.0,120.0,https://www.kisskissbankbank.com/en/projects/playschool-l-album-la-garderie,"Collectif d’artistes, Playschool a besoin de vous pour financer la sortie de l'album ""La garderie"" et produire un beau clip.",Successful,Indie,"Out of €3,000",jpg,Playschool l'album : LA GARDERIE
40,40,312,https://www.kisskissbankbank.com/en/users/yoan-villars,01/12/2021,876 pre-orders,fr,225.0,14.0,41.0,325.0,10.0,12.0,876.0,https://www.kisskissbankbank.com/en/projects/sick16,"164 pages, 2 couvertures et 0 publicité !",Successful,"French manufacturing,Independent media",Out of 100,gif,S!CK soutient l'indépendance avec le double-numéro Gremlins
41,41,62,https://www.kisskissbankbank.com/en/users/teaser-appat,01/11/2021,"€3,642",de,80.0,5.0,11.0,64.0,0.0,5.0,169.0,https://www.kisskissbankbank.com/en/projects/teaserlappat,"SOUTENEZ LE TOURNAGE DU TEASER DU LONG-MÉTRAGE ""L'APPÂT"".",Successful,"Anti racism,International solidarity,Independent media","Out of €2,160",jpg,"TEASER Long-métrage ""L'APPÂT"""
42,42,72,https://www.kisskissbankbank.com/en/users/loic-sanchez,01/10/2021,"€13,639",fr,500.0,20.0,14.0,74.0,1.0,7.0,682.0,https://www.kisskissbankbank.com/en/projects/en-immersion-engagee,"Pré-réservez aujourd’hui votre prochaine micro-immersion en terre méconnue, aidez immédiatement un habitant.",Successful,"Local Development,Indie,French manufacturing","Out of €2,000",png,En immersion Engagée
43,43,172,https://www.kisskissbankbank.com/en/users/fabrice-hodecent,01/10/2021,406 pre-orders,fr,5000.0,25.0,34.0,177.0,26.0,7.0,203.0,https://www.kisskissbankbank.com/en/projects/route-64-le-magazine-du-jeu-d-echecs-hors-des-cases,"Soutenez la création de Route 64, le nouveau média francophone (128 pages) du jeu d'échecs qui veut voyager hors des cases !",Successful,Independent media,Out of 200,jpg,"Route 64, la revue francophone du jeu d'échecs pour aller hors des cases"
44,44,16,https://www.kisskissbankbank.com/en/users/philippe-daurenjou-4abc64ff-11d0-41d3-9bba-5a962260608e,01/10/2021,27 pre-orders,fr,710.0,5.0,2.0,19.0,1.0,8.0,108.0,https://www.kisskissbankbank.com/en/projects/caremitou,"Un bac à litière connecté, esthétique et performant qui dépiste très tôt et à mon domicile les risques de maladies de mon animal. 

",Successful,"Animal Welfare,Recycling,French manufacturing",Out of 25,gif,"Caremitou®, maison de santé connectée qui prend soin de mon chat de chez moi !"
45,45,42,https://www.kisskissbankbank.com/en/users/valerie-lucas-399ca103-b417-455e-aa2f-a510af01e378,01/12/2021,"€4,225",fr,400.0,10.0,16.0,46.0,1.0,8.0,106.0,https://www.kisskissbankbank.com/en/projects/table-boulangerie-engagee,Participez à la naissance de Cassava à la Réunion! Le mariage d'une boulangerie artisanale au levain et d'une table éco-responsable,Successful,"Organic,Locavore,Local Development","Out of €4,000",png,"Cassava, table & boulangerie artisanale engagée"
46,46,175,https://www.kisskissbankbank.com/en/users/jean-patrick-capdevielle,01/12/2021,"€20,880",fr,500.0,10.0,71.0,190.0,6.0,4.0,104.0,https://www.kisskissbankbank.com/en/projects/ibiza-horse-valley,"Sauvons ensemble ""Ibiza Horse Valley"", le sanctuaire des chevaux libres",Successful,Animal Welfare,"Out of €20,000",png,IBIZA HORSE VALLEY
47,47,211,https://www.kisskissbankbank.com/en/users/vincent-bidal,01/12/2021,"€10,750",hr,500.0,10.0,53.0,222.0,0.0,7.0,108.0,https://www.kisskissbankbank.com/en/projects/ob2,Soutenez le projet sur KissKissBankBank !,Successful,Indie,"Out of €10,000",jpg,ENREGISTREMENT DE L'ALBUM OB2 GREGORY OTT ET VINCENT BIDAL
48,48,95,https://www.kisskissbankbank.com/en/users/emmanuel-olsson,01/12/2021,"€3,595",fr,1000.0,10.0,22.0,98.0,4.0,7.0,120.0,https://www.kisskissbankbank.com/en/projects/playschool-l-album-la-garderie,"Collectif d’artistes, Playschool a besoin de vous pour financer la sortie de l'album ""La garderie"" et produire un beau clip.",Successful,Indie,"Out of €3,000",jpg,Playschool l'album : LA GARDERIE
49,49,312,https://www.kisskissbankbank.com/en/users/yoan-villars,01/12/2021,876 pre-orders,fr,225.0,14.0,41.0,325.0,10.0,12.0,876.0,https://www.kisskissbankbank.com/en/projects/sick16,"164 pages, 2 couvertures et 0 publicité !",Successful,"French manufacturing,Independent media",Out of 100,gif,S!CK soutient l'indépendance avec le double-numéro Gremlins
50,50,62,https://www.kisskissbankbank.com/en/users/teaser-appat,01/11/2021,"€3,642",de,80.0,5.0,11.0,64.0,0.0,5.0,169.0,https://www.kisskissbankbank.com/en/projects/teaserlappat,"SOUTENEZ LE TOURNAGE DU TEASER DU LONG-MÉTRAGE ""L'APPÂT"".",Successful,"Anti racism,International solidarity,Independent media","Out of €2,160",jpg,"TEASER Long-métrage ""L'APPÂT"""
51,51,72,https://www.kisskissbankbank.com/en/users/loic-sanchez,01/10/2021,"€13,639",fr,500.0,20.0,14.0,74.0,1.0,7.0,682.0,https://www.kisskissbankbank.com/en/projects/en-immersion-engagee,"Pré-réservez aujourd’hui votre prochaine micro-immersion en terre méconnue, aidez immédiatement un habitant.",Successful,"Local Development,Indie,French manufacturing","Out of €2,000",png,En immersion Engagée
52,52,172,https://www.kisskissbankbank.com/en/users/fabrice-hodecent,01/10/2021,406 pre-orders,fr,5000.0,25.0,34.0,177.0,26.0,7.0,203.0,https://www.kisskissbankbank.com/en/projects/route-64-le-magazine-du-jeu-d-echecs-hors-des-cases,"Soutenez la création de Route 64, le nouveau média francophone (128 pages) du jeu d'échecs qui veut voyager hors des cases !",Successful,Independent media,Out of 200,jpg,"Route 64, la revue francophone du jeu d'échecs pour aller hors des cases"
53,53,16,https://www.kisskissbankbank.com/en/users/philippe-daurenjou-4abc64ff-11d0-41d3-9bba-5a962260608e,01/10/2021,27 pre-orders,fr,710.0,5.0,2.0,19.0,1.0,8.0,108.0,https://www.kisskissbankbank.com/en/projects/caremitou,"Un bac à litière connecté, esthétique et performant qui dépiste très tôt et à mon domicile les risques de maladies de mon animal. 

",Successful,"Animal Welfare,Recycling,French manufacturing",Out of 25,gif,"Caremitou®, maison de santé connectée qui prend soin de mon chat de chez moi !"
54,54,693,https://www.kisskissbankbank.com/en/users/daphne-hezard,08/30/2020,"€34,746",en,100.0,30.0,53.0,702.0,5.0,3.0,139.0,https://www.kisskissbankbank.com/en/projects/regain-journal-de-campagne,Back the project on KissKissBankBank!,Successful,"Organic,Biodiversity,Independent media","Out of €25,000",gif,Regain Magazine
55,55,38,https://www.kisskissbankbank.com/en/users/raoul-zobel-tejeutsa,08/31/2020,"€4,735",hr,100.0,10.0,2.0,39.0,0.0,6.0,118.0,https://www.kisskissbankbank.com/en/projects/festival-modaperf-2020_in-covid-19-context,Soutenez le projet sur KissKissBankBank !,Successful,"Local Development,International solidarity,Indie","Out of €4,000",jpg,FESTIVAL MODAPERF 2020_IN COVID 19 CONTEXT
56,56,38,https://www.kisskissbankbank.com/en/users/thierry-martinache--2,08/30/2020,"€3,235",fr,100.0,5.0,9.0,39.0,4.0,6.0,108.0,https://www.kisskissbankbank.com/en/projects/thierry-martinache,"Des produits locaux, des burgers maisons, et des salades savoureuses dans notre food-truck, sillonnant la campagne !",Successful,"Organic,Locavore,Local Development","Out of €3,000",jpg,"Soutenir Burger Break, c'est aussi soutenir nos producteurs locaux!"
57,57,268,https://www.kisskissbankbank.com/en/users/ladtk,08/30/2020,"€9,463",fr,300.0,10.0,38.0,273.0,12.0,5.0,189.0,https://www.kisskissbankbank.com/en/projects/album-de-marquis,"""Rejoignez le Marquis"" ",Successful,"Local Development,Indie","Out of €5,000",jpg,album de MARQUIS
58,58,155,https://www.kisskissbankbank.com/en/users/ccyl,08/29/2020,"€9,335",fr,1500.0,5.0,41.0,160.0,6.0,10.0,117.0,https://www.kisskissbankbank.com/en/projects/la-case-lab-de-cecile,"Devenez explor'acteur de la Case Lab, une tiny-house écologique, fabriquée par tous, et entrez dans la fab-uleuse culture maker ! ",Successful,"Recycling,French manufacturing,Change your life","Out of €8,000",JPG,la Case Lab de Cécîle
59,59,7,https://www.kisskissbankbank.com/en/users/juba-ahmim--2,08/29/2020,"€4,040",de,1350.0,5.0,0.0,8.0,1.0,10.0,101.0,https://www.kisskissbankbank.com/en/projects/moby-geek,LA 1ÈRE MARQUE FRANÇAISE DE BUREAU SUR-MESURE POUR GAMERS !,Successful,"Health and Handicap,Local Development,French manufacturing","Out of €4,000",jpg,Moby-Geek
60,60,60,https://www.kisskissbankbank.com/en/users/delphine-musch,08/29/2020,"€5,170",fr,350.0,10.0,13.0,70.0,0.0,8.0,115.0,https://www.kisskissbankbank.com/en/projects/run-c2a6ae65-f6b6-41ef-b8be-40dad8aae754,"Mona grandit dans un environnement familial qui la définit sans cesse. 
Un jour, elle décide de partir découvrir sa liberté. ",Successful,Indie,"Out of €4,500",jpg,Run !
61,61,52,https://www.kisskissbankbank.com/en/users/guillaume-prigent,08/30/2020,"€5,034",en,500.0,10.0,18.0,55.0,7.0,6.0,101.0,https://www.kisskissbankbank.com/en/projects/une-fromagerie-francaise-et-des-vins-bio-portugais-en-algarve,"A tasty shop where to buy some delicious french cheeses, the finest portuguese organic wines and deli.",Successful,Organic,"Out of €5,000",jpg,Tchin-Cheese!
62,62,78,https://www.kisskissbankbank.com/en/users/julian--9,08/28/2020,"€5,079",en,1000.0,15.0,15.0,81.0,5.0,5.0,102.0,https://www.kisskissbankbank.com/en/projects/thevapenation,Participate in funding the future of creation.,Successful,"Anti racism,Indie","Out of €5,000",jpg,The Vape Nation
63,63,42,https://www.kisskissbankbank.com/en/users/valerie-lucas-399ca103-b417-455e-aa2f-a510af01e378,01/12/2021,"€4,225",fr,400.0,10.0,16.0,46.0,1.0,8.0,106.0,https://www.kisskissbankbank.com/en/projects/table-boulangerie-engagee,Participez à la naissance de Cassava à la Réunion! Le mariage d'une boulangerie artisanale au levain et d'une table éco-responsable,Successful,"Organic,Locavore,Local Development","Out of €4,000",png,"Cassava, table & boulangerie artisanale engagée"
64,64,175,https://www.kisskissbankbank.com/en/users/jean-patrick-capdevielle,01/12/2021,"€20,880",fr,500.0,10.0,71.0,190.0,6.0,4.0,104.0,https://www.kisskissbankbank.com/en/projects/ibiza-horse-valley,"Sauvons ensemble ""Ibiza Horse Valley"", le sanctuaire des chevaux libres",Successful,Animal Welfare,"Out of €20,000",png,IBIZA HORSE VALLEY
65,65,211,https://www.kisskissbankbank.com/en/users/vincent-bidal,01/12/2021,"€10,750",fr,500.0,10.0,53.0,222.0,0.0,7.0,108.0,https://www.kisskissbankbank.com/en/projects/ob2,Soutenez le projet sur KissKissBankBank !,Successful,Indie,"Out of €10,000",jpg,ENREGISTREMENT DE L'ALBUM OB2 GREGORY OTT ET VINCENT BIDAL
66,66,95,https://www.kisskissbankbank.com/en/users/emmanuel-olsson,01/12/2021,"€3,595",fr,1000.0,10.0,22.0,98.0,4.0,7.0,120.0,https://www.kisskissbankbank.com/en/projects/playschool-l-album-la-garderie,"Collectif d’artistes, Playschool a besoin de vous pour financer la sortie de l'album ""La garderie"" et produire un beau clip.",Successful,Indie,"Out of €3,000",jpg,Playschool l'album : LA GARDERIE
67,67,312,https://www.kisskissbankbank.com/en/users/yoan-villars,01/12/2021,876 pre-orders,fr,225.0,14.0,41.0,325.0,10.0,12.0,876.0,https://www.kisskissbankbank.com/en/projects/sick16,"164 pages, 2 couvertures et 0 publicité !",Successful,"French manufacturing,Independent media",Out of 100,gif,S!CK soutient l'indépendance avec le double-numéro Gremlins
68,68,62,https://www.kisskissbankbank.com/en/users/teaser-appat,01/11/2021,"€3,642",en,80.0,5.0,11.0,64.0,0.0,5.0,169.0,https://www.kisskissbankbank.com/en/projects/teaserlappat,"SOUTENEZ LE TOURNAGE DU TEASER DU LONG-MÉTRAGE ""L'APPÂT"".",Successful,"Anti racism,International solidarity,Independent media","Out of €2,160",jpg,"TEASER Long-métrage ""L'APPÂT"""
69,69,72,https://www.kisskissbankbank.com/en/users/loic-sanchez,01/10/2021,"€13,639",fr,500.0,20.0,14.0,74.0,1.0,7.0,682.0,https://www.kisskissbankbank.com/en/projects/en-immersion-engagee,"Pré-réservez aujourd’hui votre prochaine micro-immersion en terre méconnue, aidez immédiatement un habitant.",Successful,"Local Development,Indie,French manufacturing","Out of €2,000",png,En immersion Engagée
70,70,172,https://www.kisskissbankbank.com/en/users/fabrice-hodecent,01/10/2021,406 pre-orders,fr,5000.0,25.0,34.0,177.0,26.0,7.0,203.0,https://www.kisskissbankbank.com/en/projects/route-64-le-magazine-du-jeu-d-echecs-hors-des-cases,"Soutenez la création de Route 64, le nouveau média francophone (128 pages) du jeu d'échecs qui veut voyager hors des cases !",Successful,Independent media,Out of 200,jpg,"Route 64, la revue francophone du jeu d'échecs pour aller hors des cases"
71,71,16,https://www.kisskissbankbank.com/en/users/philippe-daurenjou-4abc64ff-11d0-41d3-9bba-5a962260608e,01/10/2021,27 pre-orders,fr,710.0,5.0,2.0,19.0,1.0,8.0,108.0,https://www.kisskissbankbank.com/en/projects/caremitou,"Un bac à litière connecté, esthétique et performant qui dépiste très tôt et à mon domicile les risques de maladies de mon animal. 

",Successful,"Animal Welfare,Recycling,French manufacturing",Out of 25,gif,"Caremitou®, maison de santé connectée qui prend soin de mon chat de chez moi !"
72,72,197,https://www.kisskissbankbank.com/en/users/bio-stratege-guyane,08/21/2020,"€13,826",fr,150.0,5.0,43.0,199.0,2.0,6.0,173.0,https://www.kisskissbankbank.com/en/projects/guyaneimmunite,"Pour que les Guyanais aient accès aux plantes médicinales locales de qualité, respectant la biodiversité et les producteurs du territoire !",Successful,"Organic,Local Development,French manufacturing","Out of €8,000",jpg,Guyane Immunité
73,73,52,https://www.kisskissbankbank.com/en/users/hawo-toure,08/20/2020,"€3,500",fr,100.0,25.0,13.0,53.0,0.0,5.0,100.0,https://www.kisskissbankbank.com/en/projects/mtkdo-mon-tissu-cadeau,"Et si nous changions notre façon d'emballer nos cadeaux ?
Entrez dans l'univers MTKDO-Mon Tissu Cadeau, l'emballage réutilisable à l'infini.",Successful,"Zero waste,French manufacturing,Change your life","Out of €3,500",jpeg,MTKDO Mon tissu cadeau
74,74,51,https://www.kisskissbankbank.com/en/users/pierre-louis-talon,08/19/2020,"€3,065",en,300.0,5.0,6.0,51.0,0.0,8.0,133.0,https://www.kisskissbankbank.com/en/projects/frat-s,One Pack,Successful,"Locavore,Local Development,French manufacturing","Out of €2,300",JPG,FRAT'S
75,75,48,https://www.kisskissbankbank.com/en/users/al-hussain-mahamoud,08/18/2020,"€5,529",hu,120.0,10.0,11.0,51.0,0.0,5.0,101.0,https://www.kisskissbankbank.com/en/projects/paris-entremets-amis,AIDEZ-MOI A FINANCER MON RÊVE!,Successful,"Anti racism,Local Development,French manufacturing","Out of €5,500",png,Entremets-amis
