,Unnamed: 0,pro_link,title,status,percentage_fund,funded,target,end_date,backers,subcategory,thumbnail_type,number_rewards,min_price,max_price,num_news,num_comments,num_contributions,creater_link,language,short_des
60,60,https://www.kisskissbankbank.com/en/projects/etre-solidaire-envers-les-orphelins-du-benin,Être solidaire envers les orphelins du Bénin,Successful,201,"€2,005","Out of €1,000",05/13/2019,31,,jpg,5,5.0,150.0,0,5,31,https://www.kisskissbankbank.com/en/users/les-scrapagnons,fr,"Devenons acteurs de la sécurité alimentaire des orphelins du Bénin, et rassemblons 2000€ ! "
61,61,https://www.kisskissbankbank.com/en/projects/gatos-do-mar-e-la-sindrome-di-wanderlust,"Gatos do Mar e ""La sindrome di Wanderlust""",Successful,107,"€2,137","Out of €2,000",05/13/2019,68,,jpeg,8,5.0,400.0,1,23,69,https://www.kisskissbankbank.com/en/users/pasquale-benincasa,en,Please support the project on KissKissBankBank!
62,62,https://www.kisskissbankbank.com/en/projects/hyderabad-la-vengeance-des-bacteries--2,Hyderabad : La vengeance des bactéries,Successful,115,"€2,077","Out of €1,800",05/13/2019,33,,jpg,6,5.0,300.0,0,3,34,https://www.kisskissbankbank.com/en/users/mar-tin--2,fr,Soutenez notre Documentaire sur KissKissBankBank !
63,63,https://www.kisskissbankbank.com/en/projects/idem-nevi-pressage-vinyl-welt-ep-edition-limitee,"IDEM NEVI - Pressage Vinyl ""WELT EP"" édition limitée",Successful,103,"€2,880","Out of €2,800",05/12/2019,100,,jpg,6,1.0,40.0,0,9,113,https://www.kisskissbankbank.com/en/users/idem-nevi,fr,"Participez au financement du pressage de la 1ere sortie vinyle de IDEM NEVI : 200 EP ""Welt"" en édition limitée !"
64,64,https://www.kisskissbankbank.com/en/projects/two-on-the-roof-nouvel-ep,TWO ON THE ROOF - nouvel EP,Successful,219,"€2,295","Out of €1,050",05/12/2019,63,,jpg,7,15.0,200.0,0,13,69,https://www.kisskissbankbank.com/en/users/two-on-the-roof,fr,"Pour ce second EP, nous avons besoin de VOUS. Aidez-nous à financer ce projet en nous soutenant grâce à vos contributions !"
65,65,https://www.kisskissbankbank.com/en/projects/aidez-la-cie-mysterieuses-coiffures-a-creer-son-nouveau-decor-un-peu-boheme,"Aidez la Cie Mystérieuses Coiffures à créer son nouveau décor, ""Un peu Bohème""",Successful,112,"€1,115","Out of €1,000",05/12/2019,39,,jpg,5,5.0,500.0,0,15,42,https://www.kisskissbankbank.com/en/users/colithai,fr,Soutenez le projet! Un peu bohème... un peu de rêve pour petits et grands!
66,66,https://www.kisskissbankbank.com/en/projects/okeanos,ÔKEANÓS,Successful,130,"€2,080","Out of €1,600",05/12/2019,58,,png,5,5.0,100.0,9,12,63,https://www.kisskissbankbank.com/en/users/okeanos-lefilm,fr,"Un océan, une histoire, un film à soutenir..."
67,67,https://www.kisskissbankbank.com/en/projects/mouton--3,MOUTON,Successful,202,"€2,019","Out of €1,000",05/12/2019,62,,jpg,6,1.0,500.0,14,9,64,https://www.kisskissbankbank.com/en/users/theo-chasson,fr,Venez ! Participez avec nous à la diffusion de notre court métrage ! On n'attendait plus que vous !
68,68,https://www.kisskissbankbank.com/en/projects/residence-dans-le-caucase,Résidence dans le Caucase,Successful,136,"€2,440","Out of €1,800",05/11/2019,37,,jpg,6,10.0,350.0,0,15,37,https://www.kisskissbankbank.com/en/users/s-adouno-le-duo,fr,Projet de collectage et d’imprégnation culturelle du patrimoine Caucasien
69,69,https://www.kisskissbankbank.com/en/projects/lache,LÂCHE,Successful,100,"€1,300","Out of €1,300",05/11/2019,40,,jpg,3,10.0,30.0,1,12,43,https://www.kisskissbankbank.com/en/users/lea-louvet,fr,À la mémoire de nos soldats !
70,70,https://www.kisskissbankbank.com/en/projects/c-est-deja-pas-mal-prima-center-berlin,"""c’est déjà pas mal"" - Prima Center Berlin",Successful,156,€700,Out of €450,05/11/2019,7,,jpg,4,10.0,500.0,0,0,7,https://www.kisskissbankbank.com/en/users/igor-angelov,hr,Soutenez le projet !
71,71,https://www.kisskissbankbank.com/en/projects/creation-du-1er-terrain-street-art-de-stunball,Création du 1er terrain Street Art de Stunball,Successful,140,€980,Out of €700,05/10/2019,15,,jpg,5,10.0,70.0,0,3,15,https://www.kisskissbankbank.com/en/users/stunball,en,Show Your Game Play STUNBALL
72,72,https://www.kisskissbankbank.com/en/projects/alborythme-ep-4-titres-vinyle,Alborythme  Ep 4 titres (Vinyle),Successful,101,"€2,725","Out of €2,700",05/10/2019,64,,jpg,5,5.0,500.0,2,8,70,https://www.kisskissbankbank.com/en/users/alborythme,fr,"Hello à tous ! Venez découvrir notre univers musical et notre projet !
Suivez-nous et soutenez-nous pour sortir notre 1er Ep vinyle ! "
73,73,https://www.kisskissbankbank.com/en/projects/des-scouts-au-benin,Des scouts au Bénin !,Successful,280,"€2,800","Out of €1,000",05/10/2019,49,,jpg,5,1.0,70.0,2,22,53,https://www.kisskissbankbank.com/en/users/clemence-martin-3,fr,"Avec votre contribution, vous participez à l'assainissement d'écoles au Bénin ! "
74,74,https://www.kisskissbankbank.com/en/projects/sarmen-artiste-plasticienne,Sarmen visual Artiste ,Successful,155,"€1,545","Out of €1,000",05/10/2019,20,,jpeg,6,5.0,100.0,0,0,20,https://www.kisskissbankbank.com/en/users/sandrine-thevenet,en,support my creations and exhibitions
75,75,https://www.kisskissbankbank.com/en/projects/les-potes-ages-et-leurs-p-tites-pousses,Les potes âgés et leurs p'tites pousses,Successful,107,€535,Out of €500,05/09/2019,13,,png,6,5.0,100.0,0,6,13,https://www.kisskissbankbank.com/en/users/les-potes-ages,fr,Partir d'un rêve... Créer un jardin partagé en maison de retraite et recréer du lien dans le quartier... En faire une réalité grâce à vous !
76,76,https://www.kisskissbankbank.com/en/projects/fortissimo-court-metrage--2,"Fortissimo, court-métrage",Successful,100,€900,Out of €900,05/09/2019,23,,png,6,5.0,40.0,0,2,23,https://www.kisskissbankbank.com/en/users/eliott-smadja-2,fr,Venez nous aider à réaliser le projet ambitieux : FORTISSIMO
77,77,https://www.kisskissbankbank.com/en/projects/chauffeur-prive--4,Chauffeur privé,Successful,100,€350,Out of €350,05/08/2019,12,,jpg,2,10.0,20.0,0,2,14,https://www.kisskissbankbank.com/en/users/floodeniro,fr,Soutenez la création d'un étudiant de BTS audiovisuel.
78,78,https://www.kisskissbankbank.com/en/projects/autoedition-manuel-a-destination-de-ceux-qui-se-sentent-differents,"Autoedition "" Manuel à destination de ceux qui se sentent différents""",Successful,147,"€2,797","Out of €1,900",05/08/2019,101,,png,4,5.0,55.0,2,11,101,https://www.kisskissbankbank.com/en/users/alice-browaeys,fr,"Soutenez l'édition d'un manuel pratique pour comprendre le fonctionnement des hypersensibles, des zèbres, de ceux qui se sentent différents!"
79,79,https://www.kisskissbankbank.com/en/projects/con-scient,"Con'scient, a platform for the exchange and discovery of alternatives",Successful,111,"€1,113","Out of €1,000",05/08/2019,23,,png,8,5.0,500.0,1,1,23,https://www.kisskissbankbank.com/en/users/arnaud-ramos,en,My conscience and I want to introduce today’s transition heroes! Help us so that everyone can be inspired by them and act on their own!
80,80,https://www.kisskissbankbank.com/en/projects/aide-a-la-construction-d-une-maison-traditionelle-pour-le-clan-salakirat,Help The Salakirat Clan to build a new Long House,Successful,102,"€1,525","Out of €1,500",05/08/2019,26,,jpg,0,-1.0,-1.0,1,15,29,https://www.kisskissbankbank.com/en/users/martin-bastide,en,Support the construction of a traditional house and contribute to preserve the culture of the indigenous inhabitants of the Mentawai islands
81,81,https://www.kisskissbankbank.com/en/projects/l-artefact-salon-grandit-et-devient-un-site-marchand-pour-les-artisans-locaux,"Création d'un site marchand, spécialisé dans l'artisanat local : L'Artefact.",Successful,100,"€3,515","Out of €3,500",01/16/2021,16,"Local Development,Recycling,French manufacturing",jpg,7,10.0,1000.0,7,17,20,https://www.kisskissbankbank.com/en/users/carine-marcoux-zenner,fr,"Soyez précurseurs dans la création d'une plateforme de vente dédiée à l'artisanat local et à ses artisans, devenez mécènes de L'Artefact !"
82,82,https://www.kisskissbankbank.com/en/projects/wilma,Wilma,Successful,189,283 pre-orders,Out of 150,01/15/2021,153,Feminism,gif,7,10.0,170.0,1,31,155,https://www.kisskissbankbank.com/en/users/celine-champonnet,en,We BELIEVE IN WOMEN CYCLING
83,83,https://www.kisskissbankbank.com/en/projects/aidez-a-la-creation-de-balinisez-vous,Balinisez-vous! Collecte pour la Création 2021,Successful,111,"€3,900","Out of €3,500",01/16/2021,89,Indie,jpg,14,10.0,1000.0,2,19,91,https://www.kisskissbankbank.com/en/users/joannabelloni,fr,Un spectacle de masques balinais...Topèng!  Aidez à la création d'un voyage théâtral qui frappe à votre porte...
84,84,https://www.kisskissbankbank.com/en/projects/camille-rock-le-chant-des-crevettes-premier-album,"Camille Rock, Le Chant des Crevettes, premier album",Successful,120,"€3,596","Out of €3,000",01/15/2021,86,"Feminism,Indie",JPG,8,5.0,1000.0,1,22,88,https://www.kisskissbankbank.com/en/users/caracorocky,fr,"Participez à la réalisation du 1er album de Camille ROCK, Le Chant des Crevettes."
85,85,https://www.kisskissbankbank.com/en/projects/belmondo-quintet-brotherhood,Belmondo Quintet : Brotherhood,Successful,125,"€8,110","Out of €6,500",01/15/2021,206,"Indie,French manufacturing",png,22,10.0,6500.0,0,55,219,https://www.kisskissbankbank.com/en/users/jazz-people,fr,Soutenez le nouvel album des frères Belmondo sur KissKissBankBank !
86,86,https://www.kisskissbankbank.com/en/projects/restaurant-inclusif-a-l-essentiel,Restaurant inclusif - A l'Essentiel,Successful,101,"€9,630","Out of €9,500",01/15/2021,81,"Locavore,Health and Handicap,Local Development",jpg,4,10.0,100.0,1,12,81,https://www.kisskissbankbank.com/en/users/louis-merlier-b67ae42a-189e-4584-94fb-93acbfeb4ab3,fr,"Soutenez la création d'un restaurant solidaire, pour l'inclusion des travailleurs en situation de handicap !"
87,87,https://www.kisskissbankbank.com/en/projects/in-vivo,IN VIVO : TOUS LES VISAGES D'ERASME,Successful,107,214 pre-orders,Out of 200,01/15/2021,192,"Health and Handicap,Indie",jpg,7,10.0,300.0,12,36,202,https://www.kisskissbankbank.com/en/users/majdeline-mokhbir,fr,Vos applaudissements dans un livre
88,88,https://www.kisskissbankbank.com/en/projects/chenin-n-20-le-1er-bar-a-vin-naturel-sur-mesure-de-france,CHENIN N°20 : Le 1er bar à vin naturel sur mesure de France,Successful,101,"€11,800","Out of €11,700",01/15/2021,41,"Organic,Local Development,Change your life",jpg,7,10.0,1000.0,0,12,44,https://www.kisskissbankbank.com/en/users/meline-borde,fr,Aidez nous à ouvrir le premier bar à vin 100% sur mesure avec des produits et des vins naturels du monde entier !! 
89,89,https://www.kisskissbankbank.com/en/projects/materiel-vole,Stolen equipment,Successful,101,"€5,068","Out of €5,000",01/15/2021,78,,jpg,16,5.0,999.0,1,25,83,https://www.kisskissbankbank.com/en/users/julien-blanc,en,« Life is like a box of chocolates. You never know what you're gonna get. » Forrest Gump
0,0,https://www.kisskissbankbank.com/en/projects/cameleon--2,Caméléon,Successful,101,€760,Out of €750,05/05/2019,25,,jpg,4,5.0,50.0,1,4,26,https://www.kisskissbankbank.com/en/users/revue-cameleon,fr,"Soutenez Caméléon, la revue multimédia et multi supports !"
1,1,https://www.kisskissbankbank.com/en/projects/good-timin-court-metrage,Good timin' - Court-métrage,Successful,500,€750,Out of €150,05/04/2019,29,,PNG,3,5.0,20.0,0,1,29,https://www.kisskissbankbank.com/en/users/maryam-barakat,fr,Soutenez la création nostalgique des 70's fait par des étudiants motivés ! 
2,2,https://www.kisskissbankbank.com/en/projects/expo-art-shopping-biarritz-cet-ete,Expo  ART Shopping  Biarritz  cet été,Successful,112,"€2,420","Out of €2,160",05/04/2019,31,,jpg,6,10.0,240.0,0,1,33,https://www.kisskissbankbank.com/en/users/bertrand-cure,fr,"Soutenez mon projet et recevez une oeuvre originale, unique, fait main , made in France "
3,3,https://www.kisskissbankbank.com/en/projects/projet-solidaire-costa-rica,Projet solidaire Costa Rica,Successful,100,"€2,004","Out of €2,000",05/04/2019,18,,jpeg,1,1.0,1.0,0,6,18,https://www.kisskissbankbank.com/en/users/compas-de-relevement,fr,Soutenez ce projet solidaire innovant au cœur du Costa Rica 
4,4,https://www.kisskissbankbank.com/en/projects/la-grosse-fabrique-festival-de-theatre-en-milieu-rural,"""La Grosse Fabrique"" - Festival de Théâtre en milieu rural",Successful,113,"€1,700","Out of €1,500",05/04/2019,44,,jpg,9,5.0,500.0,0,16,48,https://www.kisskissbankbank.com/en/users/la-grosse-fabrique,fr,"Soutenez la création d'un festival de théâtre en milieu rural, où se rencontrent amateurs et professionnels. Encouragez le spectacle vivant."
5,5,https://www.kisskissbankbank.com/en/projects/la-chaise-romeo,La chaise Roméo,Successful,100,"€1,700","Out of €1,700",05/04/2019,24,,jpg,6,5.0,150.0,1,10,28,https://www.kisskissbankbank.com/en/users/axelle-brochen,hr,Soutenez le projet sur KissKissBankBank !
6,6,https://www.kisskissbankbank.com/en/projects/victor-hugo-un-geant-dans-un-siecle-avignon-le-off-2019,Victor Hugo un géant dans un siècle. Avignon Le Off 2019,Successful,100,"€2,000","Out of €2,000",05/04/2019,36,,jpg,5,10.0,100.0,3,17,41,https://www.kisskissbankbank.com/en/users/compagnie-elegie,fr,"Immortel Hugo ! Forts du succès de 2018, aidez nous à le faire revivre à Avignon 2019 !
Compagnie Elégie : spectacles poétiques et musicaux"
7,7,https://www.kisskissbankbank.com/en/projects/concours-cnes-ensam,Concours CNES : ENSAM,Successful,124,"€1,243","Out of €1,000",05/04/2019,21,,jpg,5,30.0,300.0,3,5,21,https://www.kisskissbankbank.com/en/users/remi-crancee,fr,Soutenez le projet sur KissKissBankBank !
8,8,https://www.kisskissbankbank.com/en/projects/annonciation,ANNONCIATION,Successful,111,"€1,660","Out of €1,500",05/03/2019,44,,jpg,6,10.0,250.0,1,5,48,https://www.kisskissbankbank.com/en/users/margo-meyer,fr,Venez soutenir le premier film de Margo MEYER
9,9,https://www.kisskissbankbank.com/en/projects/l-artefact-salon-grandit-et-devient-un-site-marchand-pour-les-artisans-locaux,"Création d'un site marchand, spécialisé dans l'artisanat local : L'Artefact.",Successful,100,"€3,515","Out of €3,500",01/16/2021,16,"Local Development,Recycling,French manufacturing",jpg,7,10.0,1000.0,7,17,20,https://www.kisskissbankbank.com/en/users/carine-marcoux-zenner,fr,"Soyez précurseurs dans la création d'une plateforme de vente dédiée à l'artisanat local et à ses artisans, devenez mécènes de L'Artefact !"
10,10,https://www.kisskissbankbank.com/en/projects/wilma,Wilma,Successful,189,283 pre-orders,Out of 150,01/15/2021,153,Feminism,gif,7,10.0,170.0,1,31,155,https://www.kisskissbankbank.com/en/users/celine-champonnet,en,We BELIEVE IN WOMEN CYCLING
11,11,https://www.kisskissbankbank.com/en/projects/aidez-a-la-creation-de-balinisez-vous,Balinisez-vous! Collecte pour la Création 2021,Successful,111,"€3,900","Out of €3,500",01/16/2021,89,Indie,jpg,14,10.0,1000.0,2,19,91,https://www.kisskissbankbank.com/en/users/joannabelloni,fr,Un spectacle de masques balinais...Topèng!  Aidez à la création d'un voyage théâtral qui frappe à votre porte...
12,12,https://www.kisskissbankbank.com/en/projects/camille-rock-le-chant-des-crevettes-premier-album,"Camille Rock, Le Chant des Crevettes, premier album",Successful,120,"€3,596","Out of €3,000",01/15/2021,86,"Feminism,Indie",JPG,8,5.0,1000.0,1,22,88,https://www.kisskissbankbank.com/en/users/caracorocky,fr,"Participez à la réalisation du 1er album de Camille ROCK, Le Chant des Crevettes."
13,13,https://www.kisskissbankbank.com/en/projects/belmondo-quintet-brotherhood,Belmondo Quintet : Brotherhood,Successful,125,"€8,110","Out of €6,500",01/15/2021,206,"Indie,French manufacturing",png,22,10.0,6500.0,0,55,219,https://www.kisskissbankbank.com/en/users/jazz-people,fr,Soutenez le nouvel album des frères Belmondo sur KissKissBankBank !
14,14,https://www.kisskissbankbank.com/en/projects/restaurant-inclusif-a-l-essentiel,Restaurant inclusif - A l'Essentiel,Successful,101,"€9,630","Out of €9,500",01/15/2021,81,"Locavore,Health and Handicap,Local Development",jpg,4,10.0,100.0,1,12,81,https://www.kisskissbankbank.com/en/users/louis-merlier-b67ae42a-189e-4584-94fb-93acbfeb4ab3,fr,"Soutenez la création d'un restaurant solidaire, pour l'inclusion des travailleurs en situation de handicap !"
15,15,https://www.kisskissbankbank.com/en/projects/in-vivo,IN VIVO : TOUS LES VISAGES D'ERASME,Successful,107,214 pre-orders,Out of 200,01/15/2021,192,"Health and Handicap,Indie",jpg,7,10.0,300.0,12,36,202,https://www.kisskissbankbank.com/en/users/majdeline-mokhbir,fr,Vos applaudissements dans un livre
16,16,https://www.kisskissbankbank.com/en/projects/chenin-n-20-le-1er-bar-a-vin-naturel-sur-mesure-de-france,CHENIN N°20 : Le 1er bar à vin naturel sur mesure de France,Successful,101,"€11,800","Out of €11,700",01/15/2021,41,"Organic,Local Development,Change your life",jpg,7,10.0,1000.0,0,12,44,https://www.kisskissbankbank.com/en/users/meline-borde,fr,Aidez nous à ouvrir le premier bar à vin 100% sur mesure avec des produits et des vins naturels du monde entier !! 
17,17,https://www.kisskissbankbank.com/en/projects/materiel-vole,Stolen equipment,Successful,101,"€5,068","Out of €5,000",01/15/2021,78,,jpg,16,5.0,999.0,1,25,83,https://www.kisskissbankbank.com/en/users/julien-blanc,en,« Life is like a box of chocolates. You never know what you're gonna get. » Forrest Gump
18,18,https://www.kisskissbankbank.com/en/projects/camping-les-ombrages-de-l-adour,Camping les Ombrages de L'Adour,Successful,120,"€2,946","Out of €2,445",05/01/2019,46,,jpg,10,5.0,500.0,4,28,49,https://www.kisskissbankbank.com/en/users/kathalyn,fr,"Aider nous à créer notre projet ""Des étoiles et une Bulle d'Aire"""
19,19,https://www.kisskissbankbank.com/en/projects/embarquez-avec-nous-a-la-decouverte-de-l-europe,Embarquez avec nous… à la découverte de l’Europe !,Successful,104,"€2,280","Out of €2,200",05/01/2019,42,,jpg,8,5.0,200.0,0,9,43,https://www.kisskissbankbank.com/en/users/valentin-filliot,fr,Embarquez avec nous… à la découverte de l’Europe !
20,20,https://www.kisskissbankbank.com/en/projects/fauteuil-marcel,Fauteuil Marcel,Successful,102,"€1,694","Out of €1,664",04/30/2019,18,,jpg,6,5.0,150.0,1,4,21,https://www.kisskissbankbank.com/en/users/ninon-vignal,fr,Vous aimez mon projet de fin d'étude ? Soutenez moi en contribuant à la réalisation du prototype que je présenterai lors de mon diplôme !
21,21,https://www.kisskissbankbank.com/en/projects/alesia-cosmos-le-retour,Alesia Cosmos is back !,Successful,105,"€1,045","Out of €1,000",04/30/2019,16,,png,4,6.0,91.0,3,3,16,https://www.kisskissbankbank.com/en/users/audioramdam--2,en,"Support our musical creation at the garage: chisel the metal sheets, blow the pipes, scratch the strings, beat the synths, push the voices!."
22,22,https://www.kisskissbankbank.com/en/projects/l-envol-du-reve-aux-mains,L'Envol du Rêve aux Mains…,Successful,105,"€2,200","Out of €2,100",04/30/2019,40,,jpg,6,5.0,150.0,1,9,45,https://www.kisskissbankbank.com/en/users/ivan-dmitrieff,fr,"L’Envol du Rêve aux Mains…

Aidez une association de créateurs d’Art à participer à un salon de prestige. 
"
23,23,https://www.kisskissbankbank.com/en/projects/benevolat-dans-l-animation-pour-des-enfants-sri-lankais,Bénévolat dans l'animation pour des enfants Sri-Lankais !,Successful,101,"€2,015","Out of €2,000",04/30/2019,23,,JPG,5,5.0,70.0,0,7,24,https://www.kisskissbankbank.com/en/users/les-comperes--2,fr,"""Tout seul on va plus vite mais ensemble on va plus loin !"" Baden Powell"
24,24,https://www.kisskissbankbank.com/en/projects/1er-masters-du-val-d-oise-d-echecs,1er Masters du Val d’Oise d’échecs,Successful,120,€600,Out of €500,04/30/2019,22,,png,6,5.0,50.0,0,5,23,https://www.kisskissbankbank.com/en/users/cergy-pontoise-echecs,fr,"Soutenez les premiers Masters du Val d'Oise d'Echecs ! 
"
25,25,https://www.kisskissbankbank.com/en/projects/saint-lunaire-entre-terre-et-mer,"Saint-Lunaire, entre terre et mer",Successful,102,"€2,550","Out of €2,500",04/29/2019,49,,jpg,7,5.0,150.0,0,11,51,https://www.kisskissbankbank.com/en/users/zoe-vlahavas,fr,On vous invite à voyager avec nous au coeur d'une ville maîtresse de son propre bien-être : bienvenue à Saint-Lunaire. On a besoin de vous !
26,26,https://www.kisskissbankbank.com/en/projects/creation-de-notre-premier-cd-love-seeds-avec-des-chants-de-reliance,Création de notre premier CD 'Love Seeds' avec des chants de reliance,Successful,179,"€2,333","Out of €1,300",04/29/2019,66,,jpg,8,8.0,250.0,2,22,67,https://www.kisskissbankbank.com/en/users/yaka--4,fr,"Soutenez la création de notre CD ""Love Seeds""
Un recueil de chants de reliance et de nos compositions.
"
27,27,https://www.kisskissbankbank.com/en/projects/entre-elles-webzine,Entre'Elles webzine,Successful,105,"€2,100","Out of €2,000",04/29/2019,24,,jpg,5,5.0,50.0,2,11,24,https://www.kisskissbankbank.com/en/users/marie--104,fr,Pour créer ensemble le magazine web de demain !
28,28,https://www.kisskissbankbank.com/en/projects/la-beaute-autrement-tout-naturellement,"La beauté autrement, tout naturellement.",Successful,101,"€1,210","Out of €1,200",04/29/2019,20,,jpg,7,1.0,150.0,2,6,22,https://www.kisskissbankbank.com/en/users/lucie-duhamel,fr,Aidez-moi à bouleverser les codes de la beauté !
29,29,https://www.kisskissbankbank.com/en/projects/le-haricot-noir-court-metrage,Le Haricot Noir (short film),Successful,101,"€1,875","Out of €1,850",04/27/2019,36,,jpeg,7,5.0,300.0,0,10,40,https://www.kisskissbankbank.com/en/users/victoria-krass,en,Help us shoot our short film !
30,30,https://www.kisskissbankbank.com/en/projects/projet-compagnon-bolivia-digna,PROJET COMPAGNON BOLIVIA DIGNA,Successful,105,"€1,570","Out of €1,500",04/27/2019,26,,JPG,5,5.0,100.0,0,16,26,https://www.kisskissbankbank.com/en/users/paul-corteel,fr,"Aymeric, Baptiste Eloi et Paul sur la route de la Bolivie "
31,31,https://www.kisskissbankbank.com/en/projects/c-etait-toi,C'était toi,Successful,100,€400,Out of €400,04/26/2019,16,,jpg,0,-1.0,-1.0,0,0,16,https://www.kisskissbankbank.com/en/users/segolene-legrand,fr,"Aidez nous à réaliser notre premier court-métrage, réalisé par Célia Poufarin "
32,32,https://www.kisskissbankbank.com/en/projects/macoise,Maçoise,Successful,165,€823,Out of €500,04/26/2019,38,,jpg,1,1.0,1.0,0,12,39,https://www.kisskissbankbank.com/en/users/gaspard-christin--2,hr,Soutenez notre projet sur KissKissBankBank !
33,33,https://www.kisskissbankbank.com/en/projects/album-de-phyl-briano,Album de Phyl Briano,Successful,100,"€1,000","Out of €1,000",04/26/2019,21,,jpg,5,15.0,50.0,0,10,23,https://www.kisskissbankbank.com/en/users/phyl-briano,fr,"""La vie a plus d'imagination que n'en portent nos rêves"" mais sans votre soutien ça risque d'être très compliqué... Alors aidez nous à rêver"
34,34,https://www.kisskissbankbank.com/en/projects/partitura,Partitura,Successful,210,€315,Out of €150,04/25/2019,13,,jpg,1,10.0,10.0,0,0,13,https://www.kisskissbankbank.com/en/users/marwane-ait-maamar,fr,Soutenez un projet musical ! 
35,35,https://www.kisskissbankbank.com/en/projects/desert-dog--2,Desert Dog,Successful,105,"€1,265","Out of €1,200",04/25/2019,44,,png,4,5.0,65.0,3,16,47,https://www.kisskissbankbank.com/en/users/tompezziardi,fr,"Je vous envoie comme des brebis au milieu des loups. Soyez donc prudents comme des serpents et innocents comme des colombes.
"
36,36,https://www.kisskissbankbank.com/en/projects/l-artefact-salon-grandit-et-devient-un-site-marchand-pour-les-artisans-locaux,"Création d'un site marchand, spécialisé dans l'artisanat local : L'Artefact.",Successful,100,"€3,515","Out of €3,500",01/16/2021,16,"Local Development,Recycling,French manufacturing",jpg,7,10.0,1000.0,7,17,20,https://www.kisskissbankbank.com/en/users/carine-marcoux-zenner,fr,"Soyez précurseurs dans la création d'une plateforme de vente dédiée à l'artisanat local et à ses artisans, devenez mécènes de L'Artefact !"
37,37,https://www.kisskissbankbank.com/en/projects/wilma,Wilma,Successful,189,283 pre-orders,Out of 150,01/15/2021,153,Feminism,gif,7,10.0,170.0,1,31,155,https://www.kisskissbankbank.com/en/users/celine-champonnet,en,We BELIEVE IN WOMEN CYCLING
38,38,https://www.kisskissbankbank.com/en/projects/aidez-a-la-creation-de-balinisez-vous,Balinisez-vous! Collecte pour la Création 2021,Successful,111,"€3,900","Out of €3,500",01/16/2021,89,Indie,jpg,14,10.0,1000.0,2,19,91,https://www.kisskissbankbank.com/en/users/joannabelloni,fr,Un spectacle de masques balinais...Topèng!  Aidez à la création d'un voyage théâtral qui frappe à votre porte...
39,39,https://www.kisskissbankbank.com/en/projects/camille-rock-le-chant-des-crevettes-premier-album,"Camille Rock, Le Chant des Crevettes, premier album",Successful,120,"€3,596","Out of €3,000",01/15/2021,86,"Feminism,Indie",JPG,8,5.0,1000.0,1,22,88,https://www.kisskissbankbank.com/en/users/caracorocky,fr,"Participez à la réalisation du 1er album de Camille ROCK, Le Chant des Crevettes."
40,40,https://www.kisskissbankbank.com/en/projects/belmondo-quintet-brotherhood,Belmondo Quintet : Brotherhood,Successful,125,"€8,110","Out of €6,500",01/15/2021,206,"Indie,French manufacturing",png,22,10.0,6500.0,0,55,219,https://www.kisskissbankbank.com/en/users/jazz-people,fr,Soutenez le nouvel album des frères Belmondo sur KissKissBankBank !
41,41,https://www.kisskissbankbank.com/en/projects/restaurant-inclusif-a-l-essentiel,Restaurant inclusif - A l'Essentiel,Successful,101,"€9,630","Out of €9,500",01/15/2021,81,"Locavore,Health and Handicap,Local Development",jpg,4,10.0,100.0,1,12,81,https://www.kisskissbankbank.com/en/users/louis-merlier-b67ae42a-189e-4584-94fb-93acbfeb4ab3,fr,"Soutenez la création d'un restaurant solidaire, pour l'inclusion des travailleurs en situation de handicap !"
42,42,https://www.kisskissbankbank.com/en/projects/in-vivo,IN VIVO : TOUS LES VISAGES D'ERASME,Successful,107,214 pre-orders,Out of 200,01/15/2021,192,"Health and Handicap,Indie",jpg,7,10.0,300.0,12,36,202,https://www.kisskissbankbank.com/en/users/majdeline-mokhbir,fr,Vos applaudissements dans un livre
43,43,https://www.kisskissbankbank.com/en/projects/chenin-n-20-le-1er-bar-a-vin-naturel-sur-mesure-de-france,CHENIN N°20 : Le 1er bar à vin naturel sur mesure de France,Successful,101,"€11,800","Out of €11,700",01/15/2021,41,"Organic,Local Development,Change your life",jpg,7,10.0,1000.0,0,12,44,https://www.kisskissbankbank.com/en/users/meline-borde,fr,Aidez nous à ouvrir le premier bar à vin 100% sur mesure avec des produits et des vins naturels du monde entier !! 
44,44,https://www.kisskissbankbank.com/en/projects/materiel-vole,Stolen equipment,Successful,101,"€5,068","Out of €5,000",01/15/2021,78,,jpg,16,5.0,999.0,1,25,83,https://www.kisskissbankbank.com/en/users/julien-blanc,en,« Life is like a box of chocolates. You never know what you're gonna get. » Forrest Gump
45,45,https://www.kisskissbankbank.com/en/projects/aide-aux-jeunes-en-jordanie-une-bouffee-d-air-via-le-skateboard,Aide aux jeunes en Jordanie - Une bouffée d'air via le Skateboard,Successful,124,€435,Out of €350,04/23/2019,25,,jpg,3,5.0,40.0,4,4,25,https://www.kisskissbankbank.com/en/users/laurent-chardonnet,fr,Un p'tit coup de pouce pour les kids !!
46,46,https://www.kisskissbankbank.com/en/projects/projet-scout-solidaire-les-fautcompa-rte-au-chili,Projet scout solidaire : Les FautCOMPA'rte au Chili !,Successful,155,"€1,700","Out of €1,100",04/23/2019,38,,png,5,5.0,100.0,0,10,41,https://www.kisskissbankbank.com/en/users/fautcompa-rte-sgdf,ca,Soutenez notre projet solidaire en partenariat avec l'association Corporación Cultural Cluny  au Chili ! 
