,Unnamed: 0,pro_link,title,status,percentage_fund,funded,target,end_date,backers,subcategory,thumbnail_type,number_rewards,min_price,max_price,num_news,num_comments,num_contributions,creater_link,language,short_des
0,0,https://www.kisskissbankbank.com/en/projects/embarquez-avec-nicolas-sur-la-mini-transat-2015,Embarquez avec Nicolas sur la Mini Transat 2015,Successful,140,"€7,021","Out of €5,000",02/08/2015,43,,jpg,7,10.0,1000.0,0,14,43,https://www.kisskissbankbank.com/en/users/n_destais,en,"Transatlantic, single-handed sailing race on 21 feet yachts, without assistance or any interaction with the outside world."
1,1,https://www.kisskissbankbank.com/en/projects/la-collection-lise-b-le-catalogue,La collection Lise B. Le catalogue,Successful,113,"€3,655","Out of €3,240",02/07/2015,67,,jpg,5,10.0,200.0,3,19,67,https://www.kisskissbankbank.com/en/users/les-zonards-celestes-danse,fr,"Sous la forme d’un tabloïd de 12 pages en noir & blanc, le catalogue de La collection Lise B. présente les documents majeurs de l’exposition"
2,2,https://www.kisskissbankbank.com/en/projects/nemehotates-album-don-diego,"""NEMEHOTATES""- album Don Diego",Successful,101,"€3,040","Out of €3,000",02/07/2015,82,,jpeg,7,5.0,200.0,6,27,82,https://www.kisskissbankbank.com/en/users/don-diego--3,fr,"Aidez à financer l'enregistrement de mon album ""Nemehotates"" ... Votre participation à ce projet est primordiale, Merci beaucoup !!!"
3,3,https://www.kisskissbankbank.com/en/projects/fantoche,Fantoche,Successful,125,"€6,245","Out of €5,000",02/07/2015,153,,jpg,9,1.0,500.0,5,46,153,https://www.kisskissbankbank.com/en/users/maelstrom-studios,fr,Nous avons besoin de vous pour que notre court-métrage d'animation en volume Fantoche puisse voir le jour !
4,4,https://www.kisskissbankbank.com/en/projects/tu-tournes-en-rond-dans-la-nuit-et-tu-es-devore-par-le-feu,Tu Tournes en rond dans la nuit et tu es dévoré par le feu,Successful,103,"€5,165","Out of €5,000",02/06/2015,39,,jpg,7,10.0,1000.0,2,2,39,https://www.kisskissbankbank.com/en/users/5jprod,fr,"Ce film tourné en super 16mm N&B propose une plongée dans le bouillonnement
des pensées d'un jeune homme qui doute, le temps d'une nuit..."
5,5,https://www.kisskissbankbank.com/en/projects/la-ferme-urugero-au-rwanda,La Ferme Urugero au Rwanda,Successful,102,"€7,170","Out of €7,000",02/06/2015,88,,jpg,5,5.0,500.0,4,10,88,https://www.kisskissbankbank.com/en/users/appuirwanda,fr,"Participez au financement de la première ferme d’œufs bio au Rwanda, génératrice d'emplois pour les survivants du génocide !"
6,6,https://www.kisskissbankbank.com/en/projects/ces-filles-aux-seins-repasses-2,Ces filles aux seins repassés 2,Successful,106,"€5,285","Out of €5,000",02/06/2015,87,,jpg,10,5.0,1000.0,3,15,87,https://www.kisskissbankbank.com/en/users/kirk-bayama,fr,Un documentaire et un livre qui vous font découvrir une mutilation sexuelle très peu connue et  qui touche près de 800 000 adolescentes.
7,7,https://www.kisskissbankbank.com/en/projects/degiheugi-new-album,DEGIHEUGI - NEW ALBUM,Successful,171,"€5,131","Out of €3,000",02/05/2015,208,,jpg,8,5.0,500.0,0,57,208,https://www.kisskissbankbank.com/en/users/degih,fr,Participez à la sortie de mon nouvel album et aidez moi à réaliser un vieux rêve : le faire Presser sur un beau vinyle !
8,8,https://www.kisskissbankbank.com/en/projects/graines-de-vie--3,Graines de Vie,Successful,120,"€65,025","Out of €54,000",02/05/2015,"1,654",,png,9,10.0,5000.0,5,139,1647,https://www.kisskissbankbank.com/en/users/intelligenceverte,en,Enrol in the most beautiful mission and let us sow seeds of hope !
9,9,https://www.kisskissbankbank.com/en/projects/la-conserverie-des-jardins-de-cidamos,La conserverie des Jardins de Cidamos,Successful,103,"€15,485","Out of €15,000",02/05/2015,125,,jpg,10,5.0,5000.0,9,28,125,https://www.kisskissbankbank.com/en/users/mathilde--10,fr,Contribuez à la création d'une conserverie pour transformer les légumes de la ferme en conserves à déguster toute l'année !
10,10,https://www.kisskissbankbank.com/en/projects/l-oeil-du-cyclone,L'Oeil du Cyclone,Successful,100,"€10,048","Out of €10,000",02/05/2015,34,,jpg,5,10.0,500.0,0,6,34,https://www.kisskissbankbank.com/en/users/axel-guyot-les-films-d-avalon,fr,Aidez nous à finaliser un long-métrage tourné au Burkina Faso !
11,11,https://www.kisskissbankbank.com/en/projects/gioia-seghers-new-autumn-winter-2015-collection,Gioia Seghers - new autumn/winter 2015 collection,Successful,103,"€5,680","Out of €5,500",02/04/2015,59,,jpg,12,10.0,900.0,0,13,59,https://www.kisskissbankbank.com/en/users/gioia-seghers,en,"Support Gioia Seghers, a young belgian fashion designer, to realize her new autumn/winter 2015 collection !
"
12,12,https://www.kisskissbankbank.com/en/projects/presque-heureuse,Presque Heureuse,Successful,102,"€7,670","Out of €7,500",02/04/2015,31,,jpg,10,10.0,2000.0,0,6,31,https://www.kisskissbankbank.com/en/users/presque-heureuse,en,Support indie film by helping us promote this low-budget intimate psychological thriller!
13,13,https://www.kisskissbankbank.com/en/projects/flags-horns-le-clip,Flags & Horns : le clip !,Successful,108,"€3,707","Out of €3,425",02/04/2015,65,,jpg,9,5.0,120.0,4,16,65,https://www.kisskissbankbank.com/en/users/mr-smthg-and-the-wall,fr,"Amis, parents, collègues, cher(e)s inconnu(e)s inconditionnels de musique... : nous avons besoin de vous pour réaliser notre prochain clip !"
14,14,https://www.kisskissbankbank.com/en/projects/gohall,GOHALL,Successful,105,"€10,545","Out of €10,000",02/04/2015,115,,jpg,15,5.0,2000.0,6,73,115,https://www.kisskissbankbank.com/en/users/fabrice-burdziak,fr,"GoHall – Le foot ne se joue pas uniquement au Brésil ! 
Participez à la création de GoHall, un concept inédit lié au football indoor."
15,15,https://www.kisskissbankbank.com/en/projects/le-bureau-de-mo-goes-megalo,Le Bureau de Mô goes megalo !,Successful,175,"€12,280","Out of €7,000",02/03/2015,235,,jpg,13,5.0,1000.0,7,78,235,https://www.kisskissbankbank.com/en/users/mo-ewanje-epee,en,"""Le Bureau de Mô"" manages and supports artists I felt in love with. But I want to go further. Will you follow me?"
16,16,https://www.kisskissbankbank.com/en/projects/vincent-premier-album,VINCENT+ Premier Album,Successful,100,"€3,000","Out of €3,000",02/03/2015,51,,jpg,11,5.0,500.0,2,23,51,https://www.kisskissbankbank.com/en/users/jean-marc-lagniel,fr,"AINSI VONT LES QUESTIONS SOUS HAUTE ATTENTION

Participez à la grande aventure du premier album de VINCENT+ !"
17,17,https://www.kisskissbankbank.com/en/projects/soy-de-cuba-nuestra-gran-aventura,"SOY DE CUBA, nuestra gran Aventura",Successful,104,"€3,110","Out of €3,000",02/03/2015,47,,jpg,6,5.0,300.0,6,11,47,https://www.kisskissbankbank.com/en/users/lycee-le-corbusier,fr,"""SOY DE CUBA""...Nous avons envie de connaître, de découvrir et d'échanger. AIDEZ-NOUS à partir à la rencontre de nos correspondants cubains!"
18,18,https://www.kisskissbankbank.com/en/projects/wilma,Wilma,Successful,189,283 pre-orders,Out of 150,01/15/2021,153,Feminism,gif,7,10.0,170.0,1,31,155,https://www.kisskissbankbank.com/en/users/celine-champonnet,en,We BELIEVE IN WOMEN CYCLING
19,19,https://www.kisskissbankbank.com/en/projects/aidez-a-la-creation-de-balinisez-vous,Balinisez-vous! Collecte pour la Création 2021,Successful,111,"€3,900","Out of €3,500",01/16/2021,89,Indie,jpg,14,10.0,1000.0,2,19,91,https://www.kisskissbankbank.com/en/users/joannabelloni,fr,Un spectacle de masques balinais...Topèng!  Aidez à la création d'un voyage théâtral qui frappe à votre porte...
20,20,https://www.kisskissbankbank.com/en/projects/camille-rock-le-chant-des-crevettes-premier-album,"Camille Rock, Le Chant des Crevettes, premier album",Successful,120,"€3,596","Out of €3,000",01/15/2021,86,"Feminism,Indie",JPG,8,5.0,1000.0,1,22,88,https://www.kisskissbankbank.com/en/users/caracorocky,fr,"Participez à la réalisation du 1er album de Camille ROCK, Le Chant des Crevettes."
21,21,https://www.kisskissbankbank.com/en/projects/belmondo-quintet-brotherhood,Belmondo Quintet : Brotherhood,Successful,125,"€8,110","Out of €6,500",01/15/2021,206,"Indie,French manufacturing",png,22,10.0,6500.0,0,55,219,https://www.kisskissbankbank.com/en/users/jazz-people,fr,Soutenez le nouvel album des frères Belmondo sur KissKissBankBank !
22,22,https://www.kisskissbankbank.com/en/projects/restaurant-inclusif-a-l-essentiel,Restaurant inclusif - A l'Essentiel,Successful,101,"€9,630","Out of €9,500",01/15/2021,81,"Locavore,Health and Handicap,Local Development",jpg,4,10.0,100.0,1,12,81,https://www.kisskissbankbank.com/en/users/louis-merlier-b67ae42a-189e-4584-94fb-93acbfeb4ab3,fr,"Soutenez la création d'un restaurant solidaire, pour l'inclusion des travailleurs en situation de handicap !"
23,23,https://www.kisskissbankbank.com/en/projects/in-vivo,IN VIVO : TOUS LES VISAGES D'ERASME,Successful,107,214 pre-orders,Out of 200,01/15/2021,192,"Health and Handicap,Indie",jpg,7,10.0,300.0,12,36,202,https://www.kisskissbankbank.com/en/users/majdeline-mokhbir,fr,Vos applaudissements dans un livre
24,24,https://www.kisskissbankbank.com/en/projects/chenin-n-20-le-1er-bar-a-vin-naturel-sur-mesure-de-france,CHENIN N°20 : Le 1er bar à vin naturel sur mesure de France,Successful,101,"€11,800","Out of €11,700",01/15/2021,41,"Organic,Local Development,Change your life",jpg,7,10.0,1000.0,0,12,44,https://www.kisskissbankbank.com/en/users/meline-borde,fr,Aidez nous à ouvrir le premier bar à vin 100% sur mesure avec des produits et des vins naturels du monde entier !! 
25,25,https://www.kisskissbankbank.com/en/projects/materiel-vole,Stolen equipment,Successful,101,"€5,068","Out of €5,000",01/15/2021,78,,jpg,16,5.0,999.0,1,25,83,https://www.kisskissbankbank.com/en/users/julien-blanc,en,« Life is like a box of chocolates. You never know what you're gonna get. » Forrest Gump
26,26,https://www.kisskissbankbank.com/en/projects/the-fuse-3eme-album-de-tony-paeleman,"The Fuse, 3ème album du pianiste Tony Paeleman",Successful,110,"€7,130","Out of €6,500",01/14/2021,156,Indie,jpg,16,10.0,1300.0,0,47,159,https://www.kisskissbankbank.com/en/users/toonysgroove,fr,Soutenez le nouvel album de Tony Paeleman sur KissKissBankBank !
27,27,https://www.kisskissbankbank.com/en/projects/j-en-crois-pas-mes-yeux-en-tandem,J'en crois pas mes yeux en tandem,Successful,106,"€7,950","Out of €7,500",01/30/2015,62,,jpg,8,5.0,2500.0,2,27,62,https://www.kisskissbankbank.com/en/users/jerome-guillaume,fr,Soutenez le défi ! Le documentaire de la préparation et l'ascension du Mt Ventoux en tandem par Jérôme (aveugle) et Guillaume (voyant).
28,28,https://www.kisskissbankbank.com/en/projects/hellochange,HelloChange,Successful,181,"€4,525","Out of €2,500",01/30/2015,92,,jpg,8,5.0,500.0,2,27,92,https://www.kisskissbankbank.com/en/users/florentmorel,en,"Hello Change is a one year trip to meet the social entrepeneurs that inspire our world in a positive way, accross Asia and Africa."
29,29,https://www.kisskissbankbank.com/en/projects/la-gouazette-poilade-medicale-et-numerique,La Gouazette. poilade médicale et numérique,Successful,100,"€4,005","Out of €4,000",01/30/2015,36,,jpg,10,5.0,1000.0,1,5,36,https://www.kisskissbankbank.com/en/users/dr-etienne-olivry,fr,"Pour quelques euros, dépoussiérez la Gouazette Médicale, condensé d'humour carabin des années 80 : une GMT colorisée pour tablettes et ordis"
30,30,https://www.kisskissbankbank.com/en/projects/simon-hanselmann-french-kiss-tour,SIMON HANSELMANN French Kiss Tour,Successful,110,"€3,854","Out of €3,500",01/30/2015,85,,jpg,6,5.0,400.0,0,6,85,https://www.kisskissbankbank.com/en/users/misma--2,fr,SIMON HANSELMANN au 42ème Festival International de la Bande Dessinée d'Angoulême (+ tournée française de dédicaces à Paris et Toulouse)
31,31,https://www.kisskissbankbank.com/en/projects/identitesproject-3-amerique-du-sud,IDENTiTESproject#3 Amérique du Sud,Successful,104,"€3,130","Out of €3,000",01/30/2015,62,,png,10,1.0,1500.0,6,8,62,https://www.kisskissbankbank.com/en/users/identitesproject,en,★PARTAGE★CRÉATIONS★CULTURES★FRATERNITÉ★HUMANiTES★RENCONTRES★AMOUR★IDENTiTES   ❯ BOLIVIE ❯ CHILI ❯ ARGENTINE ❯ PARAGUAI ❯ URUGAY 
32,32,https://www.kisskissbankbank.com/en/projects/des-animaux-pour-notre-ferme,Des animaux pour notre ferme !,Successful,162,"€17,815","Out of €11,000",01/29/2015,161,,jpg,11,20.0,1200.0,6,57,160,https://www.kisskissbankbank.com/en/users/tybetguite,en,Help us buy cows and goats to make delicious cheeses on our farm!
33,33,https://www.kisskissbankbank.com/en/projects/heterochromia,HETEROCHROMIA,Successful,100,"€3,010","Out of €3,000",01/28/2015,26,,jpg,7,10.0,500.0,0,1,25,https://www.kisskissbankbank.com/en/users/florent-gerbault,fr,"HETEROCHROMIA est un Thriller/Film Psychologique réalisé par Florent GERBAULT.
Nous avons besoin de vous !"
34,34,https://www.kisskissbankbank.com/en/projects/monsieur-choufleuri-off-to-avignon-2015,Monsieur Choufleuri - Off to Avignon 2015,Successful,114,"€4,006","Out of €3,500",01/27/2015,68,,png,11,5.0,10001.0,2,14,68,https://www.kisskissbankbank.com/en/users/monsieur-k--2,fr,"Moi, Choufleuri, protecteur des opéras bouffes, j'organise un récital de bel canto en Avignon, et vous êtes invités... à nous aider !"
35,35,https://www.kisskissbankbank.com/en/projects/les-caprices-de-marianne-au-vingtieme-theatre,Les caprices de Marianne au Vingtième Théâtre,Successful,110,"€7,675","Out of €7,000",01/27/2015,80,,jpg,10,5.0,700.0,5,26,80,https://www.kisskissbankbank.com/en/users/theatre-des-affranchis,fr,"Soutenez la première création du Théâtre des Affranchis : ""Les caprices de Marianne"" de Musset dans sa version théâtrale non censurée."
36,36,https://www.kisskissbankbank.com/en/projects/transantartic-2014-traversee-du-pole-sud-en-solo-sans-assistance,Transantartic 2014 : Traversée du pôle sud en solo sans assistance,Successful,105,"€3,140","Out of €3,000",01/26/2015,41,,png,6,5.0,500.0,0,14,41,https://www.kisskissbankbank.com/en/users/transantartic2014,fr,"Il y a 10 ans, je me suis fixé un défi: rejoindre le Pôle Nord et le Pôle Sud en solo et sans support. Aidez-moi à le réaliser !"
37,37,https://www.kisskissbankbank.com/en/projects/le-petit-resto-du-chicag-hostel,Le petit resto du Chicag' Hostel,Successful,104,"€3,574","Out of €3,450",01/26/2015,91,,jpg,10,5.0,1000.0,0,21,91,https://www.kisskissbankbank.com/en/users/chicaghostel,en,"Help Chicag’ Hostel to open its own restaurant! Snacks, brunch, breakfast, made of fresh local and seasonal products, all day long!"
38,38,https://www.kisskissbankbank.com/en/projects/artefact-aveyron,Artéfact Aveyron,Successful,103,"€3,818","Out of €3,693",01/26/2015,62,,jpg,7,5.0,200.0,6,29,62,https://www.kisskissbankbank.com/en/users/made-in-aveyron,fr,"Donnez vie à un livre qui valorise les alternatives pour consommer responsable: agriculteurs, artisans, distributeurs et citoyens."
39,39,https://www.kisskissbankbank.com/en/projects/ombres-electriques,Ombres Electriques,Successful,138,"€3,447","Out of €2,500",01/27/2015,19,,png,7,5.0,100.0,0,0,19,https://www.kisskissbankbank.com/en/users/maxmart,fr,"et si les nazis avaient gagné...
à quoi ressemblerait notre quotidien?
c'est ce que l'on va découvrir avec le destin de Lucas..."
40,40,https://www.kisskissbankbank.com/en/projects/collection-automne-hiver-2015-emmanuelle-lebas,Collection Automne/Hiver 2015 - Emmanuelle Lebas,Successful,109,"€6,510","Out of €6,000",01/26/2015,77,,jpg,14,10.0,1000.0,0,21,77,https://www.kisskissbankbank.com/en/users/emmanuellelebas,en,Help Emmanuelle Lebas to finance her next fall winter 2015 2016 collection!
41,41,https://www.kisskissbankbank.com/en/projects/sur-les-traces-des-grands-maitres,"""Sur les traces des Grands-Maîtres""",Successful,100,"€3,366","Out of €3,360",01/26/2015,13,,jpg,7,5.0,750.0,0,1,12,https://www.kisskissbankbank.com/en/users/free-angels,fr,"Judith, réalisatrice belge, dresse le portrait de Suning, artiste peintre franco-chinoise. 
"
42,42,https://www.kisskissbankbank.com/en/projects/stations-services--2,STATIONS SERVICES,Successful,101,"€5,060","Out of €5,000",01/25/2015,148,,gif,14,5.0,150.0,21,24,148,https://www.kisskissbankbank.com/en/users/stations-services,fr,"Une ressourcerie spécialisée à destination des créatifs? STATIONS SERVICES est prête à atterrir!
Nantais et amis ce projet est pour vous !"
43,43,https://www.kisskissbankbank.com/en/projects/kuwa-na-kichwa--2,Kuwa na kichwa,Successful,100,"€3,000","Out of €3,000",01/25/2015,88,,JPG,7,5.0,150.0,13,10,88,https://www.kisskissbankbank.com/en/users/kabuki--3,fr,"Soyez les mécènes de ce joyeux projet ! Un spectacle musical tout public comique et onirique, cri de rassemblement pour la cause écologique."
44,44,https://www.kisskissbankbank.com/en/projects/chileno-no-estas-solo,CHILENO NO ESTÁS SOLO,Successful,100,"€5,000","Out of €5,000",01/25/2015,92,,png,9,5.0,1000.0,0,21,92,https://www.kisskissbankbank.com/en/users/tomas-marion,fr,Participez au premier film retraçant l’histoire du Musée de la Solidarité. Une épopée artistique inédite à la faveur du peuple chilien. 
45,45,https://www.kisskissbankbank.com/en/projects/famille-d-artistes-d-alfredo-arias-et-kado-kostzer,Famille d'Artistes d'Alfredo Arias et Kado Kostzer,Successful,100,"€3,000","Out of €3,000",01/24/2015,31,,jpg,8,5.0,3000.0,3,2,31,https://www.kisskissbankbank.com/en/users/la-compagnie-changer-l-ampoule,fr,"Soutenez la création artistique Famille d'Artistes, pièce poétique et engagée où se mêlent théâtre, danse et Art plastiques."
46,46,https://www.kisskissbankbank.com/en/projects/falone-premier-mini-album,Falone - Premier mini album!,Successful,104,"€4,155","Out of €4,000",01/24/2015,90,,png,9,5.0,800.0,6,26,90,https://www.kisskissbankbank.com/en/users/falone,fr,Participez à la promotion du premier mini-album de Falone
47,47,https://www.kisskissbankbank.com/en/projects/botou-koad-court-metrage-short-film-17min,Botoù-koad > court-métrage / short film > 17min,Successful,101,"€8,080","Out of €8,000",01/23/2015,75,,jpg,9,10.0,2000.0,0,10,75,https://www.kisskissbankbank.com/en/users/matyas-le-brun,en,Crowdfound for the FIRST movie about punishment in the BREIZH schools to cut an indigenous language !
48,48,https://www.kisskissbankbank.com/en/projects/la-corse-de-l-interieur-ses-hommes-et-sa-terre-l-altra-strada-une-autre-route,"la CORSE de l’intérieur, ses hommes et sa terre. L’ ALTRA STRADA , une autre route.....",Successful,101,"€9,850","Out of €9,800",01/23/2015,30,,jpg,8,15.0,1000.0,6,9,30,https://www.kisskissbankbank.com/en/users/pierangeli,fr,"Un livre de photos en grands formats panoramiques
la CORSE de l’intérieur, ses hommes et sa terre. L’ ALTRA STRADA , une autre route.....
"
49,49,https://www.kisskissbankbank.com/en/projects/rapido-2-en-route-pour-la-saison-2015,Rapido 2 en route pour la saison 2015,Successful,100,"€4,505","Out of €4,500",01/23/2015,33,,png,5,10.0,500.0,0,24,33,https://www.kisskissbankbank.com/en/users/louis-hubert1,fr,Soutenez l'équipage de Rapido 2 pour financer la saison 2015!
50,50,https://www.kisskissbankbank.com/en/projects/makerbox,MakerBox,Successful,111,"€16,668","Out of €15,000",01/22/2015,268,,jpg,7,5.0,699.0,7,51,268,https://www.kisskissbankbank.com/en/users/usbek-rica--2,en,"Instead of buying a chair, a t-shirt or a pack of beer, come and learn how to make them yourself with MakerBox ! "
51,51,https://www.kisskissbankbank.com/en/projects/un-labo-atelier-pour-un-jeu-d-enfant,Un labo/atelier pour Un Jeu d'Enfant,Successful,108,"€16,202","Out of €15,000",01/22/2015,91,,jpg,12,5.0,5000.0,12,139,91,https://www.kisskissbankbank.com/en/users/un-jeu-d-enfant,fr,Soutenez notre projet de création de gâteaux extraordinaires (Cake Design) en participant au financement de notre futur laboratoire/atelier.
52,52,https://www.kisskissbankbank.com/en/projects/auvergne-gourmande-ventes-privees,Auvergne Gourmande Ventes privées,Successful,102,"€3,052","Out of €3,000",01/22/2015,89,,png,6,2.0,300.0,1,4,89,https://www.kisskissbankbank.com/en/users/gourmand--3,fr,"Le premier site de ventes privées du terroir !  En nous aidant, vous soutenez l'association LES NEZ ROUGES !"
53,53,https://www.kisskissbankbank.com/en/projects/des-verites-desagreables,Des Vérités Désagréables,Successful,111,"€55,556","Out of €50,000",01/22/2015,611,,jpg,12,10.0,10000.0,13,48,604,https://www.kisskissbankbank.com/en/users/des-verites-desagreables,en,"Contribute to the creation of the new documentary film by directors Marcel Ophuls and Eyal Sivan : ""Unpleasant Truths"""
54,54,https://www.kisskissbankbank.com/en/projects/secret-d-hiver,SECRET D'HIVER,Successful,166,"€3,310","Out of €2,000",01/22/2015,32,,png,10,5.0,500.0,0,13,32,https://www.kisskissbankbank.com/en/users/damien-scimeca,fr,"Long-métrage cinéma entre la France et le Québec.
Un film sur la résilience, les secrets de famille, l'autisme, au travers l'hiver québécois"
55,55,https://www.kisskissbankbank.com/en/projects/les-arcs-freeski-academy-soutenez-les-kids-futurs-stars-du-freeski-francais,Les Arcs Freeski Academy -Soutenez les kids futurs stars du freeski français!,Successful,105,"€10,515","Out of €10,000",01/22/2015,89,,png,9,10.0,2500.0,0,9,89,https://www.kisskissbankbank.com/en/users/les-arcs-freeski-acadamy,fr,Donnez les moyens aux jeunes skieurs d'exprimer leurs talents pour accéder au plus haut niveau mondial en Freestyle et Freeride!
56,56,https://www.kisskissbankbank.com/en/projects/catalogue-festival-circulation-s-2015,Catalogue Festival Circulation(s) 2015,Successful,103,"€8,212","Out of €8,000",01/22/2015,248,,png,6,5.0,1000.0,10,9,248,https://www.kisskissbankbank.com/en/users/circulation-s,fr,"Edition du catalogue du Festival Circulation(s) 2015, magnifique ouvrage (130 pages) des 46 photographes exposés."
57,57,https://www.kisskissbankbank.com/en/projects/eau-argentee,Eau Argentée,Successful,108,"€8,620","Out of €8,000",01/22/2015,167,,png,8,10.0,500.0,0,27,167,https://www.kisskissbankbank.com/en/users/les-films-d-ici,en,"""An ode to a struggling people ""
One of the key movies of 2014 Cannes' festival.
Support Silver Water and its team !


"
58,58,https://www.kisskissbankbank.com/en/projects/je-les-aime-je-les-aime-tous-tu-le-sais-le-film,"Je les aime, je les aime tous, tu le sais - Le Film",Successful,100,"€5,000","Out of €5,000",01/21/2015,18,,jpg,8,10.0,1000.0,0,3,18,https://www.kisskissbankbank.com/en/users/chris-garcia,fr,"Thriller psychologique en Haute Savoie. Huis clos.
Un par un, chaque membre de la famille Rivas disparait dans ce chalet. "
59,59,https://www.kisskissbankbank.com/en/projects/projet-artistique-revolutionnaire-burlesques-pin-up,"Projet artistique rêvolutionnaire ""Burlesques Pin-up""",Successful,108,"€4,310","Out of €4,000",01/20/2015,63,,jpg,8,5.0,600.0,0,5,63,https://www.kisskissbankbank.com/en/users/compagnie-pepi-morena,fr,Revisitez avec elles l’éternel féminin !
60,60,https://www.kisskissbankbank.com/en/projects/financez-l-enregistrement-de-notre-disque-maura-guerrera-creation-sicile-bretagne,Financez l'enregistrement de notre Disque!                         Maura Guerrera - Création Sicile/Bretagne,Successful,109,"€3,265","Out of €3,000",01/19/2015,128,,jpg,11,5.0,1500.0,1,7,127,https://www.kisskissbankbank.com/en/users/maura-guerrera,fr,"Création Sicile/Bretagne: Participez à la nouvelle étape de cette belle aventure musicale!  Finalement l'enregistrement du Disque ! 
"
61,61,https://www.kisskissbankbank.com/en/projects/fantomes-d-anatolie-regard-sur-le-genocide-armenien,"""Fantômes d'Anatolie"", regard sur le génocide arménien",Successful,111,"€10,538","Out of €9,500",01/19/2015,81,,jpg,8,12.0,1300.0,0,6,81,https://www.kisskissbankbank.com/en/users/pascaline-marre,fr,"Participez au financement du livre ""Fantômes d'Anatolie"", et permettez à ce grand projet de voir le jour. "
62,62,https://www.kisskissbankbank.com/en/projects/offenbach-a-la-carte-la-nouvelle-creation-de-la-compagnie-l-echappee,"""Offenbach à la carte"", la nouvelle création de  la Compagnie L'échappée",Successful,109,"€3,264","Out of €3,000",01/19/2015,61,,jpg,9,5.0,160.0,4,2,61,https://www.kisskissbankbank.com/en/users/l-echappee,fr,"Soyez les mécènes de notre Opéra Bouffe: ""Offenbach à la carte"", deuxième spectacle de la compagnie L'échappée!"
63,63,https://www.kisskissbankbank.com/en/projects/wilma,Wilma,Successful,189,283 pre-orders,Out of 150,01/15/2021,153,Feminism,gif,7,10.0,170.0,1,31,155,https://www.kisskissbankbank.com/en/users/celine-champonnet,en,We BELIEVE IN WOMEN CYCLING
64,64,https://www.kisskissbankbank.com/en/projects/aidez-a-la-creation-de-balinisez-vous,Balinisez-vous! Collecte pour la Création 2021,Successful,111,"€3,900","Out of €3,500",01/16/2021,89,Indie,jpg,14,10.0,1000.0,2,19,91,https://www.kisskissbankbank.com/en/users/joannabelloni,fr,Un spectacle de masques balinais...Topèng!  Aidez à la création d'un voyage théâtral qui frappe à votre porte...
65,65,https://www.kisskissbankbank.com/en/projects/camille-rock-le-chant-des-crevettes-premier-album,"Camille Rock, Le Chant des Crevettes, premier album",Successful,120,"€3,596","Out of €3,000",01/15/2021,86,"Feminism,Indie",JPG,8,5.0,1000.0,1,22,88,https://www.kisskissbankbank.com/en/users/caracorocky,fr,"Participez à la réalisation du 1er album de Camille ROCK, Le Chant des Crevettes."
66,66,https://www.kisskissbankbank.com/en/projects/belmondo-quintet-brotherhood,Belmondo Quintet : Brotherhood,Successful,125,"€8,110","Out of €6,500",01/15/2021,206,"Indie,French manufacturing",png,22,10.0,6500.0,0,55,219,https://www.kisskissbankbank.com/en/users/jazz-people,fr,Soutenez le nouvel album des frères Belmondo sur KissKissBankBank !
67,67,https://www.kisskissbankbank.com/en/projects/restaurant-inclusif-a-l-essentiel,Restaurant inclusif - A l'Essentiel,Successful,101,"€9,630","Out of €9,500",01/15/2021,81,"Locavore,Health and Handicap,Local Development",jpg,4,10.0,100.0,1,12,81,https://www.kisskissbankbank.com/en/users/louis-merlier-b67ae42a-189e-4584-94fb-93acbfeb4ab3,fr,"Soutenez la création d'un restaurant solidaire, pour l'inclusion des travailleurs en situation de handicap !"
68,68,https://www.kisskissbankbank.com/en/projects/in-vivo,IN VIVO : TOUS LES VISAGES D'ERASME,Successful,107,214 pre-orders,Out of 200,01/15/2021,192,"Health and Handicap,Indie",jpg,7,10.0,300.0,12,36,202,https://www.kisskissbankbank.com/en/users/majdeline-mokhbir,fr,Vos applaudissements dans un livre
69,69,https://www.kisskissbankbank.com/en/projects/chenin-n-20-le-1er-bar-a-vin-naturel-sur-mesure-de-france,CHENIN N°20 : Le 1er bar à vin naturel sur mesure de France,Successful,101,"€11,800","Out of €11,700",01/15/2021,41,"Organic,Local Development,Change your life",jpg,7,10.0,1000.0,0,12,44,https://www.kisskissbankbank.com/en/users/meline-borde,fr,Aidez nous à ouvrir le premier bar à vin 100% sur mesure avec des produits et des vins naturels du monde entier !! 
70,70,https://www.kisskissbankbank.com/en/projects/materiel-vole,Stolen equipment,Successful,101,"€5,068","Out of €5,000",01/15/2021,78,,jpg,16,5.0,999.0,1,25,83,https://www.kisskissbankbank.com/en/users/julien-blanc,en,« Life is like a box of chocolates. You never know what you're gonna get. » Forrest Gump
71,71,https://www.kisskissbankbank.com/en/projects/the-fuse-3eme-album-de-tony-paeleman,"The Fuse, 3ème album du pianiste Tony Paeleman",Successful,110,"€7,130","Out of €6,500",01/14/2021,156,Indie,jpg,16,10.0,1300.0,0,47,159,https://www.kisskissbankbank.com/en/users/toonysgroove,fr,Soutenez le nouvel album de Tony Paeleman sur KissKissBankBank !
