,pro_link,title,status,percentage_fund,funded,target,end_date,backers,subcategory,thumbnail_type,number_rewards,min_price,max_price,num_news,num_comments,num_contributions,creater_link,language,short_des
0,https://www.kisskissbankbank.com/en/projects/cirkconference-pour-un-autre-regard-sur-les-femmes-et-la-societe,Cirk'conférence : Un autre regard sur les femmes et la société,Successful,101,"€5,035","Out of €5,000",07/18/2020,72,"Feminism,Indie,Education",png,8,5.0,500.0,0,16,77,https://www.kisskissbankbank.com/en/users/marion-sanejouand,fr,Soutenez la création d'une Cirk'Conférence pour faire évoluer les rapports sociaux.
1,https://www.kisskissbankbank.com/en/projects/holy-shot-coffee-shop,Holy Shot - Coffee Shop,Successful,101,"€7,855","Out of €7,760",07/18/2020,62,"Local Development,Fair Trade,French manufacturing",gif,7,10.0,250.0,3,13,81,https://www.kisskissbankbank.com/en/users/philippine-flornoy,en,Holy Shot I need money !
2,https://www.kisskissbankbank.com/en/projects/100jane-aidez-nous-a-grandir,100JANE - Aidez nous à grandir !,Successful,100,"€4,005","Out of €4,000",07/18/2020,41,"Feminism,Local Development,French manufacturing",jpg,8,10.0,125.0,0,8,56,https://www.kisskissbankbank.com/en/users/100jane,fr,"Soutenez la création, la vraie ; d'un dessin à une réalisation, d'une idée à un défilé.
"
3,https://www.kisskissbankbank.com/en/projects/fleur-et-l-assureur-2fafd5e5-6e91-4f04-804f-6f4d14c814a4,L'assureur,Successful,111,"€5,570","Out of €5,000",07/18/2020,95,"Feminism,Indie",jpg,7,10.0,200.0,1,24,99,https://www.kisskissbankbank.com/en/users/antoine-van-scherpenzeel,fr,"C'est l'histoire d’une jeune femme et d'un quinquagénaire qui doivent aider, bien malgré eux, un fraudeur pour sauver un innocent."
4,https://www.kisskissbankbank.com/en/projects/trovaoresalbumlive,TROVAORES - Album Live,Successful,101,"€4,035","Out of €4,000",07/18/2020,78,"Indie,French manufacturing",jpg,9,12.0,1500.0,0,12,81,https://www.kisskissbankbank.com/en/users/swami-sat-nirman,it,"Antonio Campos & Antonio Placer - Trova Flamenca - présentent leur album live
TROVAORES presenta su nuevo album !
"
5,https://www.kisskissbankbank.com/en/projects/lafaimdesharicots,La faim des haricots - Le Livre,Successful,251,251 pre-orders,Out of 100,07/18/2020,169,"Local Development,Indie",gif,8,15.0,300.0,2,8,171,https://www.kisskissbankbank.com/en/users/djavid-rawat,fr,"Des recettes de confinement sous forme de témoignages - ou l'inverse. 
"
6,https://www.kisskissbankbank.com/en/projects/la-cantine-connectee-maison-et-responsable,La Première Cantine Connectée 100% Maison & Responsable dédiée aux entreprises,Successful,102,"€10,170","Out of €10,000",07/17/2020,38,"Zero waste,Local Development,French manufacturing",gif,7,25.0,1000.0,4,9,41,https://www.kisskissbankbank.com/en/users/salim-lahlou,so,"Good food, good break !"
7,https://www.kisskissbankbank.com/en/projects/ep-sibu-manai-vavanguer,"Sibu Manaï - Ep ""Vavanguer""",Successful,128,"€6,405","Out of €5,000",07/17/2020,100,"Feminism,Indie,French manufacturing",jpg,3,15.0,40.0,0,20,103,https://www.kisskissbankbank.com/en/users/justine-mauvin,fr,"Sibu Manaï, le voyage de l'âme, la fleur à chérir. 
Soutiens les artistes indépendants!"
8,https://www.kisskissbankbank.com/en/projects/la-part-des-songes,"La Part des Songes, une pâtisserie mobile, locale et de saison",Successful,151,"€10,562","Out of €7,000",07/17/2020,93,"Locavore,Local Development,French manufacturing",png,10,5.0,1000.0,2,33,94,https://www.kisskissbankbank.com/en/users/antonine-berthier,fr,"La gourmandise qui vient à vous. 
Contribuez à la création d'un laboratoire de pâtisserie dans le Massif des Bauges."
9,https://www.kisskissbankbank.com/en/projects/horrorhumanumest,Horror Humanum Est - le Livre,Successful,1949,"€194,882","Out of €10,000",07/16/2020,"4,873",Indie,jpg,7,5.0,160.0,15,602,4910,https://www.kisskissbankbank.com/en/users/makisapa,fr,Quelques « belles pages » de l'Histoire de l'Humanité
10,https://www.kisskissbankbank.com/en/projects/oli-cocon-urbain-a-saint-ouen,Oli : le premier cocon urbain à Saint-Ouen,Successful,222,"€6,645","Out of €3,000",07/16/2020,116,"Zero waste,Organic,Local Development",gif,22,5.0,1400.0,4,29,123,https://www.kisskissbankbank.com/en/users/marianne-cornec-7a661fc8-a1b9-49dc-88dd-d07f838e68e8,fr,"Vivre autrement : yoga, ateliers cuisine et médecines douces"
11,https://www.kisskissbankbank.com/en/projects/les-petits-savons-d-emmanuelle,Les Petits Savons d'Emmanuelle,Successful,114,"€3,078","Out of €2,690",07/16/2020,49,"Zero waste,Organic,French manufacturing",jpg,9,5.0,1000.0,1,11,53,https://www.kisskissbankbank.com/en/users/emmanuelle-petit-da446e8b-b2e8-4ae5-b908-137106520eac,fr,"Soutenez le lancement d’une savonnerie artisanale, bio, et respectueuse de l’environnement."
12,https://www.kisskissbankbank.com/en/projects/ears360-coton-tige-reutilisable,Ears 360™ | Le coton tige réutilisable,Successful,358,358 pre-orders,Out of 100,07/15/2020,168,"Zero waste,Biodiversity,French manufacturing",jpg,7,16.0,135.0,12,40,173,https://www.kisskissbankbank.com/en/users/ears-360,fr,Le coton tige réutilisable qui préserve vos oreilles en préservant la planète !
13,https://www.kisskissbankbank.com/en/projects/sarah-maravilla-ep,Sarah Maravilla - First EP,Successful,101,"€3,549","Out of €3,500",07/15/2020,22,Indie,jpg,6,10.0,300.0,1,5,24,https://www.kisskissbankbank.com/en/users/sarah-maravilla,en,Support the creation of my first EP !
14,https://www.kisskissbankbank.com/en/projects/activaterre-lombricomposteur,"Activaterre, le lombricomposteur qui embellit notre environnement",Successful,134,134 pre-orders,Out of 100,07/15/2020,132,"Zero waste,Recycling,French manufacturing",gif,5,25.0,340.0,7,24,133,https://www.kisskissbankbank.com/en/users/ferdinand-fraulob-2bf8ca2a-fc1e-4bdc-9ff2-0512dbbc56ce,fr,🌿 Transformez vos déchets en or brun dès aujourd'hui avec le seul lombricomposteur qui prend soin de notre planète et de votre quotidien 🐛
15,https://www.kisskissbankbank.com/en/projects/d-ici-la,D'ici là ...,Successful,103,"€6,675","Out of €6,500",07/15/2020,54,Indie,JPG,7,10.0,200.0,0,10,57,https://www.kisskissbankbank.com/en/users/jonas-alexander-fffcad0e-9a41-40dc-b5df-d84b229f0f56,tl,Coming soon
16,https://www.kisskissbankbank.com/en/projects/onamission,"Make our climate safe, offset your carbon emissions, reforest in Nepal",Successful,104,"€4,155","Out of €4,000",07/14/2020,51,"Biodiversity,Local Development",gif,6,6.0,240.0,0,3,55,https://www.kisskissbankbank.com/en/users/frederic-fournier--3,ro,ON A MISSION for a safe climate
17,https://www.kisskissbankbank.com/en/projects/ama-premier-album,AMA - Premier album,Successful,323,"€3,225","Out of €1,000",07/14/2020,72,Indie,jpeg,9,5.0,1000.0,8,6,72,https://www.kisskissbankbank.com/en/users/ulysse-castagne,fr,Donner corps à un rêve
18,https://www.kisskissbankbank.com/en/projects/los-angeles-storyboards-de-sylvain-despretz,Los ángeles: storyboards & songs of sirens caught in celluloid,Successful,276,"€22,047","Out of €8,000",07/13/2020,220,"Indie,Education",jpg,9,5.0,500.0,12,26,222,https://www.kisskissbankbank.com/en/users/lise-herenguel,en,An artbook of film designs like no other!
19,https://www.kisskissbankbank.com/en/projects/memorial-a-la-memoire-des-engages-volontaires-des-ffl-de-st-pierre-et-miquelon,Mémorial en l’honneur des 529 Engagés Volontaires de St-Pierre et Miquelon,Successful,121,"€6,070","Out of €5,000",07/12/2020,50,French manufacturing,jpg,7,20.0,300.0,0,14,51,https://www.kisskissbankbank.com/en/users/martine-leveque-ruault,fr,"Mémorial pour tous nos Engagés Volontaires (435 hommes, 38 mousses et 56 femmes qui seront gravées pour une première fois sur des stèles)"
20,https://www.kisskissbankbank.com/en/projects/aide-yoga-courageux-a-grandir,Aide Yoga Courageux à grandir !,Successful,100,"€3,355","Out of €3,350",07/12/2020,45,,jpg,7,7.0,250.0,0,5,55,https://www.kisskissbankbank.com/en/users/linda-hutz,fr,Soutenez un yoga vraiment pour tous
21,https://www.kisskissbankbank.com/en/projects/mie-croquer-food-truck-eco-responsable,Mie Croquer : Food truck mimi et à croquer,Successful,108,"€4,330","Out of €4,000",07/12/2020,35,"Zero waste,Organic,Locavore",jpg,7,5.0,1000.0,0,10,36,https://www.kisskissbankbank.com/en/users/mie-croquer,fr,"Allez viens, on va Mie Croquer ☀️
#viensonvamiecroquer"
22,https://www.kisskissbankbank.com/en/projects/l-echappee-belle,"L'échappée belle, lieu d’accueil pour particuliers et entreprises",Successful,108,"€5,391","Out of €5,000",07/12/2020,68,"Zero waste,Organic,Biodiversity",png,8,5.0,210.0,0,15,68,https://www.kisskissbankbank.com/en/users/marie-mt,fr,L'échappée belle a besoin de vous dans sa dernière ligne droite!
23,https://www.kisskissbankbank.com/en/projects/beethoven2020,A Pilgrimage to Beethoven - The five piano concertos,Successful,105,"€3,658","Out of €3,500",07/12/2020,51,Indie,jpg,10,5.0,1250.0,2,7,53,https://www.kisskissbankbank.com/en/users/beethoven-2020,en,Support us in celebrating Beethovens' 250th anniversary with the live performance of his five piano concertos!
24,https://www.kisskissbankbank.com/en/projects/degustez-de-delicieux-s-brigadeiros-a-paris,La première boutique de Brigadeiros à Paris,Successful,115,"€9,175","Out of €8,000",07/11/2020,65,"Organic,Fair Trade,French manufacturing",gif,8,5.0,1000.0,0,28,68,https://www.kisskissbankbank.com/en/users/laetitia-pailloux,fr,"Venez y déguster la confiserie la plus populaire du Brésil!!
100% artisanal, 100% délicieux, 100% sans Gluten"
25,https://www.kisskissbankbank.com/en/projects/artisan-plombier-sides-plomberie,Artisan Plombier,Successful,119,"€4,170","Out of €3,500",07/11/2020,7,Local Development,JPG,5,10.0,120.0,0,2,7,https://www.kisskissbankbank.com/en/users/pascal-recope,de,Artisan Plombier >> SIDES Plomberie
26,https://www.kisskissbankbank.com/en/projects/lebarteleur,LE BARTELEUR,Successful,148,"€14,810","Out of €10,000",07/11/2020,114,"Local Development,Recycling,French manufacturing",gif,10,15.0,140.0,8,22,114,https://www.kisskissbankbank.com/en/users/nicolas-varnier,en,"I am a French spirit, a juggler of flavours, I make botanical cocktail. 
Pre-orders now on KKBB"
27,https://www.kisskissbankbank.com/en/projects/table-boulangerie-engagee,"Cassava, table & boulangerie artisanale engagée",Successful,106,"€4,225","Out of €4,000",01/12/2021,42,"Organic,Locavore,Local Development",png,8,10.0,400.0,1,16,46,https://www.kisskissbankbank.com/en/users/valerie-lucas-399ca103-b417-455e-aa2f-a510af01e378,fr,Participez à la naissance de Cassava à la Réunion! Le mariage d'une boulangerie artisanale au levain et d'une table éco-responsable
28,https://www.kisskissbankbank.com/en/projects/ibiza-horse-valley,IBIZA HORSE VALLEY,Successful,104,"€20,880","Out of €20,000",01/12/2021,175,Animal Welfare,png,4,10.0,500.0,6,71,190,https://www.kisskissbankbank.com/en/users/jean-patrick-capdevielle,fr,"Sauvons ensemble ""Ibiza Horse Valley"", le sanctuaire des chevaux libres"
29,https://www.kisskissbankbank.com/en/projects/ob2,ENREGISTREMENT DE L'ALBUM OB2 GREGORY OTT ET VINCENT BIDAL,Successful,108,"€10,750","Out of €10,000",01/12/2021,211,Indie,jpg,7,10.0,500.0,0,53,222,https://www.kisskissbankbank.com/en/users/vincent-bidal,hr,Soutenez le projet sur KissKissBankBank !
30,https://www.kisskissbankbank.com/en/projects/playschool-l-album-la-garderie,Playschool l'album : LA GARDERIE,Successful,120,"€3,595","Out of €3,000",01/12/2021,95,Indie,jpg,7,10.0,1000.0,4,22,98,https://www.kisskissbankbank.com/en/users/emmanuel-olsson,fr,"Collectif d’artistes, Playschool a besoin de vous pour financer la sortie de l'album ""La garderie"" et produire un beau clip."
31,https://www.kisskissbankbank.com/en/projects/sick16,S!CK soutient l'indépendance avec le double-numéro Gremlins,Successful,876,876 pre-orders,Out of 100,01/12/2021,312,"French manufacturing,Independent media",gif,12,14.0,225.0,10,41,325,https://www.kisskissbankbank.com/en/users/yoan-villars,fr,"164 pages, 2 couvertures et 0 publicité !"
32,https://www.kisskissbankbank.com/en/projects/teaserlappat,"TEASER Long-métrage ""L'APPÂT""",Successful,169,"€3,642","Out of €2,160",01/11/2021,62,"Anti racism,International solidarity,Independent media",jpg,5,5.0,80.0,0,11,64,https://www.kisskissbankbank.com/en/users/teaser-appat,de,"SOUTENEZ LE TOURNAGE DU TEASER DU LONG-MÉTRAGE ""L'APPÂT""."
33,https://www.kisskissbankbank.com/en/projects/en-immersion-engagee,En immersion Engagée,Successful,682,"€13,639","Out of €2,000",01/10/2021,72,"Local Development,Indie,French manufacturing",png,7,20.0,500.0,1,14,74,https://www.kisskissbankbank.com/en/users/loic-sanchez,fr,"Pré-réservez aujourd’hui votre prochaine micro-immersion en terre méconnue, aidez immédiatement un habitant."
34,https://www.kisskissbankbank.com/en/projects/route-64-le-magazine-du-jeu-d-echecs-hors-des-cases,"Route 64, la revue francophone du jeu d'échecs pour aller hors des cases",Successful,203,406 pre-orders,Out of 200,01/10/2021,172,Independent media,jpg,7,25.0,5000.0,26,34,177,https://www.kisskissbankbank.com/en/users/fabrice-hodecent,fr,"Soutenez la création de Route 64, le nouveau média francophone (128 pages) du jeu d'échecs qui veut voyager hors des cases !"
35,https://www.kisskissbankbank.com/en/projects/caremitou,"Caremitou®, maison de santé connectée qui prend soin de mon chat de chez moi !",Successful,108,27 pre-orders,Out of 25,01/10/2021,16,"Animal Welfare,Recycling,French manufacturing",gif,8,5.0,710.0,1,2,19,https://www.kisskissbankbank.com/en/users/philippe-daurenjou-4abc64ff-11d0-41d3-9bba-5a962260608e,fr,"Un bac à litière connecté, esthétique et performant qui dépiste très tôt et à mon domicile les risques de maladies de mon animal. 

"
36,https://www.kisskissbankbank.com/en/projects/table-boulangerie-engagee,"Cassava, table & boulangerie artisanale engagée",Successful,106,"€4,225","Out of €4,000",01/12/2021,42,"Organic,Locavore,Local Development",png,8,10.0,400.0,1,16,46,https://www.kisskissbankbank.com/en/users/valerie-lucas-399ca103-b417-455e-aa2f-a510af01e378,fr,Participez à la naissance de Cassava à la Réunion! Le mariage d'une boulangerie artisanale au levain et d'une table éco-responsable
37,https://www.kisskissbankbank.com/en/projects/ibiza-horse-valley,IBIZA HORSE VALLEY,Successful,104,"€20,880","Out of €20,000",01/12/2021,175,Animal Welfare,png,4,10.0,500.0,6,71,190,https://www.kisskissbankbank.com/en/users/jean-patrick-capdevielle,fr,"Sauvons ensemble ""Ibiza Horse Valley"", le sanctuaire des chevaux libres"
38,https://www.kisskissbankbank.com/en/projects/ob2,ENREGISTREMENT DE L'ALBUM OB2 GREGORY OTT ET VINCENT BIDAL,Successful,108,"€10,750","Out of €10,000",01/12/2021,211,Indie,jpg,7,10.0,500.0,0,53,222,https://www.kisskissbankbank.com/en/users/vincent-bidal,fi,Soutenez le projet sur KissKissBankBank !
39,https://www.kisskissbankbank.com/en/projects/playschool-l-album-la-garderie,Playschool l'album : LA GARDERIE,Successful,120,"€3,595","Out of €3,000",01/12/2021,95,Indie,jpg,7,10.0,1000.0,4,22,98,https://www.kisskissbankbank.com/en/users/emmanuel-olsson,fr,"Collectif d’artistes, Playschool a besoin de vous pour financer la sortie de l'album ""La garderie"" et produire un beau clip."
40,https://www.kisskissbankbank.com/en/projects/sick16,S!CK soutient l'indépendance avec le double-numéro Gremlins,Successful,876,876 pre-orders,Out of 100,01/12/2021,312,"French manufacturing,Independent media",gif,12,14.0,225.0,10,41,325,https://www.kisskissbankbank.com/en/users/yoan-villars,fr,"164 pages, 2 couvertures et 0 publicité !"
