,pro_link,price,num_backers,has_media
0,https://www.kisskissbankbank.com/en/projects/grandir-sur-scene,120.0,57,True
1,https://www.kisskissbankbank.com/en/projects/grandir-sur-scene,15.0,45,True
2,https://www.kisskissbankbank.com/en/projects/grandir-sur-scene,30.0,36,True
3,https://www.kisskissbankbank.com/en/projects/grandir-sur-scene,60.0,43,True
4,https://www.kisskissbankbank.com/en/projects/grandir-sur-scene,250.0,7,True
5,https://www.kisskissbankbank.com/en/projects/grandir-sur-scene,500.0,4,True
6,https://www.kisskissbankbank.com/en/projects/grandir-sur-scene,1000.0,3,True
7,https://www.kisskissbankbank.com/en/projects/grandir-sur-scene,2500.0,1,True
8,https://www.kisskissbankbank.com/en/projects/grandir-sur-scene,6000.0,0,True
9,https://www.kisskissbankbank.com/en/projects/grandir-sur-scene,12000.0,0,True
10,https://www.kisskissbankbank.com/en/projects/projet-holga-circle-48,800.0,0,False
11,https://www.kisskissbankbank.com/en/projects/projet-holga-circle-48,5.0,0,False
12,https://www.kisskissbankbank.com/en/projects/projet-holga-circle-48,10.0,1,False
13,https://www.kisskissbankbank.com/en/projects/projet-holga-circle-48,20.0,13,False
14,https://www.kisskissbankbank.com/en/projects/projet-holga-circle-48,35.0,2,False
15,https://www.kisskissbankbank.com/en/projects/projet-holga-circle-48,50.0,15,True
16,https://www.kisskissbankbank.com/en/projects/projet-holga-circle-48,75.0,7,True
17,https://www.kisskissbankbank.com/en/projects/projet-holga-circle-48,150.0,8,True
18,https://www.kisskissbankbank.com/en/projects/projet-holga-circle-48,500.0,0,False
19,https://www.kisskissbankbank.com/en/projects/mode-matieres-premieres,10.0,1,False
20,https://www.kisskissbankbank.com/en/projects/mode-matieres-premieres,25.0,8,True
21,https://www.kisskissbankbank.com/en/projects/mode-matieres-premieres,50.0,19,True
22,https://www.kisskissbankbank.com/en/projects/mode-matieres-premieres,100.0,9,True
23,https://www.kisskissbankbank.com/en/projects/mode-matieres-premieres,190.0,6,True
24,https://www.kisskissbankbank.com/en/projects/mode-matieres-premieres,220.0,2,True
25,https://www.kisskissbankbank.com/en/projects/mode-matieres-premieres,250.0,6,True
26,https://www.kisskissbankbank.com/en/projects/mode-matieres-premieres,400.0,1,False
27,https://www.kisskissbankbank.com/en/projects/mode-matieres-premieres,550.0,2,False
28,https://www.kisskissbankbank.com/en/projects/mode-matieres-premieres,700.0,0,False
29,https://www.kisskissbankbank.com/en/projects/happy-once-dead-court-metrage-2,70.0,4,False
30,https://www.kisskissbankbank.com/en/projects/happy-once-dead-court-metrage-2,10.0,9,False
31,https://www.kisskissbankbank.com/en/projects/happy-once-dead-court-metrage-2,40.0,3,False
32,https://www.kisskissbankbank.com/en/projects/happy-once-dead-court-metrage-2,100.0,11,False
33,https://www.kisskissbankbank.com/en/projects/happy-once-dead-court-metrage-2,600.0,0,False
34,https://www.kisskissbankbank.com/en/projects/happy-once-dead-court-metrage-2,1000.0,0,False
35,https://www.kisskissbankbank.com/en/projects/souffle-sabrina-ould-hammouda,5.0,7,False
36,https://www.kisskissbankbank.com/en/projects/souffle-sabrina-ould-hammouda,15.0,27,False
37,https://www.kisskissbankbank.com/en/projects/souffle-sabrina-ould-hammouda,50.0,17,False
38,https://www.kisskissbankbank.com/en/projects/souffle-sabrina-ould-hammouda,100.0,3,False
39,https://www.kisskissbankbank.com/en/projects/souffle-sabrina-ould-hammouda,150.0,3,False
40,https://www.kisskissbankbank.com/en/projects/aidez-benoit-a-realiser-une-traversee-de-l-atlantique-a-la-voile-et-en-course,200.0,1,True
41,https://www.kisskissbankbank.com/en/projects/aidez-benoit-a-realiser-une-traversee-de-l-atlantique-a-la-voile-et-en-course,10.0,2,False
42,https://www.kisskissbankbank.com/en/projects/aidez-benoit-a-realiser-une-traversee-de-l-atlantique-a-la-voile-et-en-course,20.0,16,False
43,https://www.kisskissbankbank.com/en/projects/aidez-benoit-a-realiser-une-traversee-de-l-atlantique-a-la-voile-et-en-course,45.0,12,True
44,https://www.kisskissbankbank.com/en/projects/aidez-benoit-a-realiser-une-traversee-de-l-atlantique-a-la-voile-et-en-course,80.0,13,True
45,https://www.kisskissbankbank.com/en/projects/aidez-benoit-a-realiser-une-traversee-de-l-atlantique-a-la-voile-et-en-course,150.0,0,True
46,https://www.kisskissbankbank.com/en/projects/aidez-benoit-a-realiser-une-traversee-de-l-atlantique-a-la-voile-et-en-course,500.0,1,True
47,https://www.kisskissbankbank.com/en/projects/aidez-benoit-a-realiser-une-traversee-de-l-atlantique-a-la-voile-et-en-course,1000.0,1,True
48,https://www.kisskissbankbank.com/en/projects/horizon-sport-eduquer-et-integrer,5.0,1,True
49,https://www.kisskissbankbank.com/en/projects/horizon-sport-eduquer-et-integrer,10.0,18,True
50,https://www.kisskissbankbank.com/en/projects/horizon-sport-eduquer-et-integrer,30.0,12,True
51,https://www.kisskissbankbank.com/en/projects/horizon-sport-eduquer-et-integrer,70.0,2,True
52,https://www.kisskissbankbank.com/en/projects/horizon-sport-eduquer-et-integrer,100.0,2,True
53,https://www.kisskissbankbank.com/en/projects/adam-dix-in-search-of-the-author,5.0,1,True
54,https://www.kisskissbankbank.com/en/projects/adam-dix-in-search-of-the-author,15.0,10,True
