,pro_link,price,num_backers,has_media
0,https://www.kisskissbankbank.com/en/projects/l-avare--2,10.0,2,False
1,https://www.kisskissbankbank.com/en/projects/l-avare--2,20.0,3,False
2,https://www.kisskissbankbank.com/en/projects/l-avare--2,30.0,2,False
3,https://www.kisskissbankbank.com/en/projects/l-avare--2,50.0,11,False
4,https://www.kisskissbankbank.com/en/projects/wings-of-decay-un-album-hard-heavy-a-l-ancienne,5.0,1,False
5,https://www.kisskissbankbank.com/en/projects/wings-of-decay-un-album-hard-heavy-a-l-ancienne,10.0,6,False
6,https://www.kisskissbankbank.com/en/projects/wings-of-decay-un-album-hard-heavy-a-l-ancienne,15.0,12,False
7,https://www.kisskissbankbank.com/en/projects/wings-of-decay-un-album-hard-heavy-a-l-ancienne,20.0,11,False
8,https://www.kisskissbankbank.com/en/projects/wings-of-decay-un-album-hard-heavy-a-l-ancienne,30.0,5,False
9,https://www.kisskissbankbank.com/en/projects/wings-of-decay-un-album-hard-heavy-a-l-ancienne,50.0,11,False
10,https://www.kisskissbankbank.com/en/projects/wings-of-decay-un-album-hard-heavy-a-l-ancienne,75.0,1,False
11,https://www.kisskissbankbank.com/en/projects/wings-of-decay-un-album-hard-heavy-a-l-ancienne,100.0,6,False
12,https://www.kisskissbankbank.com/en/projects/la-chair-que-l-on-montre-aux-curieux-l-exposition--2,5.0,3,False
13,https://www.kisskissbankbank.com/en/projects/la-chair-que-l-on-montre-aux-curieux-l-exposition--2,10.0,19,False
14,https://www.kisskissbankbank.com/en/projects/la-chair-que-l-on-montre-aux-curieux-l-exposition--2,20.0,30,False
15,https://www.kisskissbankbank.com/en/projects/la-chair-que-l-on-montre-aux-curieux-l-exposition--2,50.0,13,False
16,https://www.kisskissbankbank.com/en/projects/la-chair-que-l-on-montre-aux-curieux-l-exposition--2,70.0,4,False
17,https://www.kisskissbankbank.com/en/projects/la-chair-que-l-on-montre-aux-curieux-l-exposition--2,100.0,15,False
18,https://www.kisskissbankbank.com/en/projects/la-chair-que-l-on-montre-aux-curieux-l-exposition--2,250.0,4,False
19,https://www.kisskissbankbank.com/en/projects/la-chair-que-l-on-montre-aux-curieux-l-exposition--2,500.0,1,False
20,https://www.kisskissbankbank.com/en/projects/la-chair-que-l-on-montre-aux-curieux-l-exposition--2,1000.0,0,False
21,https://www.kisskissbankbank.com/en/projects/la-chair-que-l-on-montre-aux-curieux-l-exposition--2,1500.0,0,False
22,https://www.kisskissbankbank.com/en/projects/plus-de-serres-pour-des-legumes-bio-a-gogo,5.0,6,False
23,https://www.kisskissbankbank.com/en/projects/plus-de-serres-pour-des-legumes-bio-a-gogo,20.0,17,False
24,https://www.kisskissbankbank.com/en/projects/plus-de-serres-pour-des-legumes-bio-a-gogo,50.0,18,False
25,https://www.kisskissbankbank.com/en/projects/plus-de-serres-pour-des-legumes-bio-a-gogo,80.0,3,False
26,https://www.kisskissbankbank.com/en/projects/plus-de-serres-pour-des-legumes-bio-a-gogo,120.0,5,False
27,https://www.kisskissbankbank.com/en/projects/plus-de-serres-pour-des-legumes-bio-a-gogo,250.0,2,False
28,https://www.kisskissbankbank.com/en/projects/plus-de-serres-pour-des-legumes-bio-a-gogo,500.0,1,False
29,https://www.kisskissbankbank.com/en/projects/les-amours-perdues-ou-le-paradis-perdu,10.0,7,False
30,https://www.kisskissbankbank.com/en/projects/les-amours-perdues-ou-le-paradis-perdu,20.0,10,True
31,https://www.kisskissbankbank.com/en/projects/les-amours-perdues-ou-le-paradis-perdu,35.0,9,True
32,https://www.kisskissbankbank.com/en/projects/les-amours-perdues-ou-le-paradis-perdu,50.0,11,True
33,https://www.kisskissbankbank.com/en/projects/les-amours-perdues-ou-le-paradis-perdu,60.0,4,True
34,https://www.kisskissbankbank.com/en/projects/les-amours-perdues-ou-le-paradis-perdu,100.0,3,False
35,https://www.kisskissbankbank.com/en/projects/les-amours-perdues-ou-le-paradis-perdu,200.0,4,False
36,https://www.kisskissbankbank.com/en/projects/les-amours-perdues-ou-le-paradis-perdu,500.0,2,False
37,https://www.kisskissbankbank.com/en/projects/aperi-box-de-l-aromo,10.0,4,False
38,https://www.kisskissbankbank.com/en/projects/aperi-box-de-l-aromo,20.0,17,True
39,https://www.kisskissbankbank.com/en/projects/aperi-box-de-l-aromo,35.0,21,True
40,https://www.kisskissbankbank.com/en/projects/aperi-box-de-l-aromo,50.0,24,True
41,https://www.kisskissbankbank.com/en/projects/aperi-box-de-l-aromo,75.0,4,True
42,https://www.kisskissbankbank.com/en/projects/aperi-box-de-l-aromo,90.0,1,True
43,https://www.kisskissbankbank.com/en/projects/aperi-box-de-l-aromo,125.0,11,True
44,https://www.kisskissbankbank.com/en/projects/aperi-box-de-l-aromo,300.0,0,True
45,https://www.kisskissbankbank.com/en/projects/aperi-box-de-l-aromo,500.0,0,True
46,https://www.kisskissbankbank.com/en/projects/aidez-nous-a-faire-plus-de-biere,5.0,0,True
47,https://www.kisskissbankbank.com/en/projects/aidez-nous-a-faire-plus-de-biere,10.0,2,True
48,https://www.kisskissbankbank.com/en/projects/aidez-nous-a-faire-plus-de-biere,15.0,7,True
49,https://www.kisskissbankbank.com/en/projects/aidez-nous-a-faire-plus-de-biere,40.0,3,True
50,https://www.kisskissbankbank.com/en/projects/aidez-nous-a-faire-plus-de-biere,60.0,28,True
51,https://www.kisskissbankbank.com/en/projects/aidez-nous-a-faire-plus-de-biere,100.0,1,True
52,https://www.kisskissbankbank.com/en/projects/aidez-nous-a-faire-plus-de-biere,100.0,6,True
53,https://www.kisskissbankbank.com/en/projects/aidez-nous-a-faire-plus-de-biere,110.0,2,True
54,https://www.kisskissbankbank.com/en/projects/aidez-nous-a-faire-plus-de-biere,200.0,1,True
55,https://www.kisskissbankbank.com/en/projects/aidez-nous-a-faire-plus-de-biere,500.0,2,True
56,https://www.kisskissbankbank.com/en/projects/aidez-nous-a-faire-plus-de-biere,1000.0,1,True
57,https://www.kisskissbankbank.com/en/projects/temporary-life,10.0,11,True
58,https://www.kisskissbankbank.com/en/projects/temporary-life,37.0,10,True
59,https://www.kisskissbankbank.com/en/projects/temporary-life,62.0,10,False
60,https://www.kisskissbankbank.com/en/projects/temporary-life,164.0,1,False
61,https://www.kisskissbankbank.com/en/projects/temporary-life,290.0,0,False
62,https://www.kisskissbankbank.com/en/projects/temporary-life,400.0,1,False
63,https://www.kisskissbankbank.com/en/projects/temporary-life,1000.0,1,True
64,https://www.kisskissbankbank.com/en/projects/je-vais-mourir-demain,10.0,17,False
65,https://www.kisskissbankbank.com/en/projects/je-vais-mourir-demain,25.0,26,False
66,https://www.kisskissbankbank.com/en/projects/je-vais-mourir-demain,50.0,19,False
67,https://www.kisskissbankbank.com/en/projects/je-vais-mourir-demain,75.0,1,False
68,https://www.kisskissbankbank.com/en/projects/je-vais-mourir-demain,100.0,8,False
69,https://www.kisskissbankbank.com/en/projects/je-vais-mourir-demain,175.0,1,False
70,https://www.kisskissbankbank.com/en/projects/je-vais-mourir-demain,250.0,0,False
71,https://www.kisskissbankbank.com/en/projects/je-vais-mourir-demain,500.0,1,False
72,https://www.kisskissbankbank.com/en/projects/je-vais-mourir-demain,1000.0,0,False
73,https://www.kisskissbankbank.com/en/projects/je-vais-mourir-demain,2000.0,0,False
74,https://www.kisskissbankbank.com/en/projects/rendez-possible-la-pratique-du-kitesurf-aux-enfants-de-dakhla,10.0,20,True
75,https://www.kisskissbankbank.com/en/projects/rendez-possible-la-pratique-du-kitesurf-aux-enfants-de-dakhla,30.0,17,True
76,https://www.kisskissbankbank.com/en/projects/rendez-possible-la-pratique-du-kitesurf-aux-enfants-de-dakhla,50.0,20,True
77,https://www.kisskissbankbank.com/en/projects/rendez-possible-la-pratique-du-kitesurf-aux-enfants-de-dakhla,80.0,8,True
